Name,Address,Latitude,Longitude,Venituri,Density,Trafic
Magazin Company Bravo,"Strada Theodor D. Speranția, București",44.4265364,26.1275278,2800,9.677894736842106,0.068778947368421
H&H,"Strada Liviu Rebreanu, București",44.4233527,26.1765612,3000,10.157941176470588,0.0715794117647058
Magazin,"Strada Popa Nan 204, București",44.4266044,26.1267087,2800,9.677894736842106,0.068778947368421
Vlad LM Concept,"Drumul Lunca Jariștei 35-39, București",44.4079469,26.1828394,3000,10.157941176470588,0.0715794117647058
Urzicuța,"Bulevardul 1 Decembrie 1918, București",44.4253497,26.1756463,3000,10.157941176470588,0.0715794117647058
Luna Market,"Complex Commercial, Strada Gura Ialomiței 1, București",44.4135357,26.1840795,3000,10.157941176470588,0.0715794117647058
La doi pași,"Strada Poștașului 15, București",44.4177395,26.1833509,3000,10.157941176470588,0.0715794117647058
Mega Image Shop&Go,"Aleea Vasile Goldiș 2A, București",44.4289941,26.1730807,3000,10.157941176470588,0.0715794117647058
Magazin Fritz,"Bulevardul Basarabia 174, București",44.4352305,26.1617701,3000,10.157941176470588,0.0715794117647058
LaDoiPași,"Bulevardul Theodor Pallady 51, București",44.4089239,26.2005091,3000,10.157941176470588,0.0715794117647058
Froo,"Drumul Gura Arieșului 1, București",44.4147566,26.2009532,3000,10.157941176470588,0.0715794117647058
B-Market,"Drumul Gura Caliței, București",44.415523,26.19780189999999,3000,10.157941176470588,0.0715794117647058
ALM MARKET,"Drum. intre Tarlale, 41C, Bucuresti-Sector 3, Bucuresti, 032982, București",44.42092390000001,26.2194675,3000,10.157941176470588,0.0715794117647058
Popasul Cioatei,"SC ADI & ELENA SRL, Drumul Sătenilor 2, București",44.4318883,26.2092262,3000,10.157941176470588,0.0715794117647058
Froo,"Bulevardul 1 Decembrie 1918 28, București",44.4271615,26.1784679,3000,10.157941176470588,0.0715794117647058
MAGAZIN NONSTOP,"Șoseaua Gării Cățelu 76, București",44.4342238,26.2046819,3000,10.157941176470588,0.0715794117647058
Geolgău,"la sefu, Șoseaua Gării Cățelu 76, București",44.4342238,26.2046819,3000,10.157941176470588,0.0715794117647058
Magazin alimentar mixt,"Aleea Vergului 4, București",44.44026909999999,26.1812987,3000,10.157941176470588,0.0715794117647058
Magazin mixt,"Bulevardul Biruinței 60, Pantelimon",44.44834710000001,26.2057676,3000,10.157941176470588,0.0715794117647058
MOL Pantelimon,"Bd. Biruinței 19, Pantelimon",44.4479222,26.211207,3000,10.157941176470588,0.0715794117647058
"August Chisinau - coffee, drinks, food","Bloc M7, Bulevardul Chișinău 16, București",44.437954,26.1583356,3000,10.157941176470588,0.0715794117647058
Froo,"Șoseaua Pantelimon 283, București",44.44287629999999,26.1652213,3000,10.157941176470588,0.0715794117647058
Froo,"Șoseaua Pantelimon 255, București",44.4429336,26.1633815,3000,10.157941176470588,0.0715794117647058
BROOKLYN Drinks Market,"Șoseaua Pantelimon 255, București",44.44288830000001,26.1625551,3000,10.157941176470588,0.0715794117647058
"Magazin alimentar ""La Oaste""","Strada Cuza Voda 10, Dobroești",44.4506176,26.1803572,3000,10.157941176470588,0.0715794117647058
La tanti dana,"Strada Livezilor 4, Pantelimon",44.4537722,26.209013,3000,10.157941176470588,0.0715794117647058
For Family Baneasa,"Șoseaua Chitilei, București",44.47779,26.04065259999999,2400,7.515133333333334,0.0511513333333333
"August Chitilei - coffee, drinks, food","Șoseaua Chitilei 39A, București",44.4777899,26.0406527,2400,7.515133333333334,0.0511513333333333
MOL,"Bulevardul Ion Mihalache 176, București",44.47186,26.0499,2400,7.515133333333334,0.0511513333333333
La Doi Pași,"Strada Ion Luca Caragiale 72, Dudu",44.4545045,25.9877898,2400,7.515133333333334,0.0511513333333333
LaDoiPasi,"Strada Orhideelor 30A, Dudu",44.4515406,25.98306599999999,2400,7.515133333333334,0.0511513333333333
La doi paşi,"Str. Salcamului nr. 27-29, Dudu",44.4510225,25.9799217,2400,7.515133333333334,0.0511513333333333
