name,category,address,open_website,phone_number,description,open_hours,open_hours_updated,reviews_count,rating,main_image,reviews,url,lat,lon,place_id,country,price_range,services_provided,hotel_amenities,hotel_star_ratings,category_search_input
"G&G███ect███ Su██████","Electrical supply store","228███rd ███, N█████████NY ██████","http://ggelectric.com/","+12███430███","Longtime vendor of electrical equipment. Family-owned business selling electronic lighting supplies, switchboards, alarms & more since 1914.","{""Friday"":""6 AM–5 PM"",""Monday"":""6 AM–5 PM"",""Saturday"":""7 AM–1 PM"",""Sunday"":""Closed"",""Thursday"":""6 AM–5 PM"",""Tuesday"":""6 AM–5 PM"",""Wednesday"":""6 AM–5 PM""}","Closed ⋅ Opens 6 AM",56,4.4,"https://lh5.googleusercontent.com/p/AF1QipPkPgR0e7Fxa7Z2t3XFA5z2-gaXF2pKj6Hdqg20=w408-h725-k-no","https://search.google.com/local/reviews?placeid=ChIJo-r__OH1wokRQ_g-Fo82KU4&q=Electrical+Supply+Store,+GCControlsInc1408CountyRd2GreeneNY13778,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/G%26G%20Electric%20Supply/data=!4m7!3m6!1s0x89c2f5e1fcffeaa3:0x4e29368f163ef843!8m2!3d40.8032571!4d-73.9359105!16s%2Fg%2F1ydpv9mst!19sChIJo-r__OH1wokRQ_g-Fo82KU4?authuser=0&hl=en&rclk=1",40.8032571,-73.9359105,"ChIJo-r__OH1wokRQ_g-Fo82KU4","US","","[""Delivery"",""In-store pickup"",""Same-day delivery""]","null","","Electricalsupplystore"
"G &███Ele███ic █████████","Electrical supply store","137███24t███t, █████████ NY█████████","http://www.ggelectric.com/","+12███430███","Veteran depot for electrical supplies. Long-running family-owned shop known for electrical, lighting & security supplies & accessories.","{""Friday"":""6 AM–5 PM"",""Monday"":""6 AM–5 PM"",""Saturday"":""7 AM–1 PM"",""Sunday"":""Closed"",""Thursday"":""6 AM–5 PM"",""Tuesday"":""6 AM–5 PM"",""Wednesday"":""6 AM–5 PM""}","Closed ⋅ Opens 6 AM",152,4.3,"https://lh5.googleusercontent.com/p/AF1QipM72VeCm-Wthg4qsYtQuTBS-TOlrHAnjUtgSYEv=w408-h904-k-no","https://search.google.com/local/reviews?placeid=ChIJ5W8a2KRZwokRkmA4U7SXhgI&q=Electrical+Supply+Store,+GCControlsInc1408CountyRd2GreeneNY13778,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/G%20%26%20G%20Electric%20Supply/data=!4m7!3m6!1s0x89c259a4d81a6fe5:0x28697b453386092!8m2!3d40.7443905!4d-73.9938359!16s%2Fg%2F1vyn4s41!19sChIJ5W8a2KRZwokRkmA4U7SXhgI?authuser=0&hl=en&rclk=1",40.7443905,-73.9938359,"ChIJ5W8a2KRZwokRkmA4U7SXhgI","US","","[""Delivery"",""In-store pickup"",""In-store shopping"",""Same-day delivery""]","null","","Electricalsupplystore"
"No ███ Wa███ Al██████","Clothing store","336███37t███t #█████████Yor████████████","https://www.nomanwalksalone.com/","+16███820███","","{""Friday"":""10 AM–6 PM"",""Monday"":""10 AM–6 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""10 AM–6 PM"",""Tuesday"":""10 AM–6 PM"",""Wednesday"":""10 AM–6 PM""}","Closed ⋅ Opens 10 AM Tue",204,4.9,"https://lh5.googleusercontent.com/p/AF1QipPJbUt-6uMFiV3CDC641GrYF_0Pj8RsuybS8eDC=w408-h612-k-no","https://search.google.com/local/reviews?placeid=ChIJ35eBeq1ZwokRblLQlLntZ9w&q=Clothing+Store,+NoManWalksAlone+336+W37th+St&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/No+Man+Walks+Alone/@40.75467,-73.99403,17z/data=!3m1!4b1!4m6!3m5!1s0x89c259ad7a8197df:0xdc67edb994d0526e!8m2!3d40.75467!4d-73.99403!16s%2Fg%2F12hn6gngf?hl=en&entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoASAFQAw%3D%3D",40.75467,-73.99403,"ChIJ35eBeq1ZwokRblLQlLntZ9w","US","","[""Small business""]","null","","Clothingstore"
"Roo███ Bo███","Furniture store","236███18t███t, █████████ NY█████████","https://www.roomandboard.com/stores/chelsea?Camp=loc_chelsea","+18███961███","","{""Friday"":""11 AM–7 PM"",""Monday"":""11 AM–7 PM"",""Saturday"":""11 AM–7 PM"",""Sunday"":""11 AM–6 PM"",""Thursday"":""11 AM–7 PM"",""Tuesday"":""11 AM–7 PM"",""Wednesday"":""11 AM–7 PM""}","Closed ⋅ Opens 11 AM Tue",251,4.4,"https://lh5.googleusercontent.com/p/AF1QipMk_V0R09Wz3geyfHkqg4JhhxXyivmiSJhrjzAz=w462-h240-k-no","https://search.google.com/local/reviews?placeid=ChIJQ_VbEbxZwokROmeiuKMHZ8s&q=Furniture+Store,+Modernika400E67thStNew+York+NY+10065,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Room%20%26%20Board/data=!4m7!3m6!1s0x89c259bc115bf543:0xcb6707a3b8a2673a!8m2!3d40.7417755!4d-73.9998276!16s%2Fg%2F11b6ql9_1s!19sChIJQ_VbEbxZwokROmeiuKMHZ8s?authuser=0&hl=en&rclk=1",40.7417755,-73.9998276,"ChIJQ_VbEbxZwokROmeiuKMHZ8s","US","","[""Delivery"",""In-store pickup"",""In-store shopping"",""Onsite services""]","null","","Furniturestore"
"Old███ope███tiq██████","Antique store","115███72n███t, █████████ NY█████████","https://oldehope.com/inventory/","+12███970███","","{""Friday"":""11 AM–5 PM"",""Monday"":""Closed"",""Saturday"":""11 AM–5 PM"",""Sunday"":""Closed"",""Thursday"":""11 AM–5 PM"",""Tuesday"":""Closed"",""Wednesday"":""11 AM–5 PM""}","Closed ⋅ Opens 11 AM Wed",2,5,"https://lh5.googleusercontent.com/p/AF1QipN1QTYmRxKe1awbYLloZ_lc2ZE8BCWEpcWQyaaV=w408-h408-k-no","https://search.google.com/local/reviews?placeid=ChIJy__AIE__w4kRziEKf474OEg&q=Antiquestore,+AntiquesBought%26SoldDelevanNY14042,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Olde%20Hope%20Antiques/data=!4m7!3m6!1s0x89c3ff4f20c0ffcb:0x4838f88e7f0a21ce!8m2!3d40.7710229!4d-73.9629608!16s%2Fg%2F1tj9v8h1!19sChIJy__AIE__w4kRziEKf474OEg?authuser=0&hl=en&rclk=1",40.7710229,-73.9629608,"ChIJy__AIE__w4kRziEKf474OEg","US","","[""Small business""]","null","","Antiquestore"
"Alb███ht ███hio█████████","Fashion accessories store","62 ███per███ # █████████rk,████████████","http://www.albrightnyc.com/","+12███777███","","{""Friday"":""9 AM–5 PM"",""Monday"":""9 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""9 AM–5 PM"",""Tuesday"":""9 AM–5 PM"",""Wednesday"":""9 AM–5 PM""}","Closed ⋅ Opens 9 AM Tue",27,4.6,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=E9T5zz4E8lie5naHLgjWfg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=291.84744&pitch=0&thumbfov=100","https://search.google.com/local/reviews?placeid=ChIJwTJ-qJtZwokRSZT1NJGjj78&q=Clothing+Store,+Albright+Fashion+Library+62+Cooper+Sq&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Albright+Fashion+Library/@40.7291457,-73.991247,17z/data=!3m1!4b1!4m6!3m5!1s0x89c2599ba87e32c1:0xbf8fa39134f59449!8m2!3d40.7291457!4d-73.991247!16s%2Fg%2F1v5k3yms?hl=en&entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoASAFQAw%3D%3D",40.7291457,-73.991247,"ChIJwTJ-qJtZwokRSZT1NJGjj78","US","","[""In-store pickup""]","null","","Clothingstore"
"Bul███orl███nc","Lighting store","121███rys███ St█████████k, █████████","","+12███418███","","{""Friday"":""9:30 AM–5:30 PM"",""Monday"":""9:30 AM–5:30 PM"",""Saturday"":""9:30 AM–5:30 PM"",""Sunday"":""Closed"",""Thursday"":""9:30 AM–5:30 PM"",""Tuesday"":""9:30 AM–5:30 PM"",""Wednesday"":""9:30 AM–5:30 PM""}","Closed ⋅ Opens 9:30 AM Tue",34,4.7,"https://lh5.googleusercontent.com/p/AF1QipNSEjsn1SVxe8mW2aAK2LcA99enGT4Os0PDEilC=w408-h724-k-no","https://search.google.com/local/reviews?placeid=ChIJjfzdxYdZwokRhbG9YsuCRuI&q=Lighting+Store,+ampiaDowntown155Bowery+New+York+NY+10002,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Bulb%20World%20Inc/data=!4m7!3m6!1s0x89c25987c5ddfc8d:0xe24682cb62bdb185!8m2!3d40.7188595!4d-73.9936896!16s%2Fg%2F1tdm978k!19sChIJjfzdxYdZwokRhbG9YsuCRuI?authuser=0&hl=en&rclk=1",40.7188595,-73.9936896,"ChIJjfzdxYdZwokRhbG9YsuCRuI","US","","[""Quick visit""]","null","","Lightingstore"
"Ban███ Ol███en","Electronics store","121███rin███t, █████████ NY█████████","https://stores.bang-olufsen.com/united-states/ny/new-york/121-spring-st?y_source=1_MTExOTk4NTYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","+19███105███","High-end home audio & visual systems. High-end, brand-name TVs, audio systems & home automation products with a design aesthetic.","{""Friday"":""11 AM–7 PM"",""Monday"":""11 AM–7 PM"",""Saturday"":""11 AM–7 PM"",""Sunday"":""12–6 PM"",""Thursday"":""11 AM–7 PM"",""Tuesday"":""11 AM–7 PM"",""Wednesday"":""11 AM–7 PM""}","Open ⋅ Closes 7 PM",77,4.6,"https://lh5.googleusercontent.com/p/AF1QipMLrV5zlL3zqxF_E9srZ_o4MzLbSxO-dorQVxcA=w426-h240-k-no","https://search.google.com/local/reviews?placeid=ChIJP5Qd4r1ZwokR0R2wd2D5aiE&q=Electronicsstore,+Bang%26Olufsen6W4thStCincinnatiOH45202,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Bang%20%26%20Olufsen/data=!4m7!3m6!1s0x89c259bde21d943f:0x216af96077b01dd1!8m2!3d40.7239243!4d-74.0001097!16s%2Fg%2F11h7cpv4wz!19sChIJP5Qd4r1ZwokR0R2wd2D5aiE?authuser=0&hl=en&rclk=1",40.7239243,-74.0001097,"ChIJP5Qd4r1ZwokR0R2wd2D5aiE","US","","[""Delivery"",""Onsite services""]","null","","Electronicsstore"
"Orb███dio███","Home audio store","520███88t███t, █████████ NY█████████","https://www.orbaudio.com/","+18███722███","","{""Friday"":""9 AM–9 PM"",""Monday"":""9 AM–9 PM"",""Saturday"":""9 AM–9 PM"",""Sunday"":""9 AM–9 PM"",""Thursday"":""9 AM–9 PM"",""Tuesday"":""9 AM–9 PM"",""Wednesday"":""9 AM–9 PM""}","Open ⋅ Closes 9 PM",3,5,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bheh_1qcPNiY3xPqnM0omg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=211.09596&pitch=0&thumbfov=100","https://search.google.com/local/reviews?placeid=ChIJpwnE_rBYwokRqfZ3c2y1urA&q=Electronics+Store,+AudioVideoSalon238E75thStNew+York+NY+10021,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Orb%20Audio/data=!4m7!3m6!1s0x89c258b0fec409a7:0xb0bab56c7377f6a9!8m2!3d40.7765922!4d-73.9451237!16s%2Fg%2F1tlbkh2g!19sChIJpwnE_rBYwokRqfZ3c2y1urA?authuser=0&hl=en&rclk=1",40.7765922,-73.9451237,"ChIJpwnE_rBYwokRqfZ3c2y1urA","US","","[""Small business""]","null","","Electronicsstore"
"Mad███s H███ Fu█████████ Mo███","Furniture store","601███207███St,█████████, N█████████","http://maddyshomeny.com/","+19███612███","","{""Friday"":""10 AM–8 PM"",""Monday"":""10 AM–8 PM"",""Saturday"":""10 AM–8 PM"",""Sunday"":""11 AM–7 PM"",""Thursday"":""10 AM–8 PM"",""Tuesday"":""10 AM–8 PM"",""Wednesday"":""10 AM–8 PM""}","Closed ⋅ Opens 10 AM Tue",464,4,"https://lh5.googleusercontent.com/p/AF1QipNItwc9tAC5fm0nlEKRXqfDQyc4gdAi-45DFaXw=w408-h306-k-no","https://search.google.com/local/reviews?placeid=ChIJRzvg-_bzwokRL1fDy50cQ8k&q=Furniture+Store,+BernieMattress258NagleAveNew+York+NY+10034,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Maddy%E2%80%99s%20Home%20Furniture%20%26%20More/data=!4m7!3m6!1s0x89c2f3f6fbe03b47:0xc9431c9dcbc3572f!8m2!3d40.8674622!4d-73.9208340!16s%2Fg%2F11gfh77571!19sChIJRzvg-_bzwokRL1fDy50cQ8k?authuser=0&hl=en&rclk=1",40.8674622,-73.920834,"ChIJRzvg-_bzwokRL1fDy50cQ8k","US","","[""Delivery"",""In-store pickup"",""Same-day delivery""]","null","","Furniturestore"
"Gio███o A███ni","Clothing store","760███dis███Ave█████████k, █████████","https://locations.armani.com/giorgio-armani/united-states/giorgio-armani-new-york","+12███889███","Retailer of high-end designer fashions. Fashion retailer selling high-end apparel & accessories from the namesake designer.","{""Friday"":""10 AM–6 PM"",""Monday"":""10 AM–6 PM"",""Saturday"":""10 AM–6 PM"",""Sunday"":""12–5 PM"",""Thursday"":""10 AM–6 PM"",""Tuesday"":""10 AM–6 PM"",""Wednesday"":""10 AM–6 PM""}","Open ⋅ Closes 6 PM",39,4.6,"https://lh5.googleusercontent.com/p/AF1QipMtYiRQYZzQO5XVTxmbrLcQ4yyM-OJc_VdKcwQ4=w408-h306-k-no","https://search.google.com/local/reviews?placeid=ChIJD5RZfu5YwokRMnQjKnsTUvg&q=Clothing+Store,+Giorgio+Armani+761MadisonAveNewYorkNY10065,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Giorgio%20Armani/data=!4m7!3m6!1s0x89c258ee7e59940f:0xf852137b2a237432!8m2!3d40.7676692!4d-73.9687894!16s%2Fg%2F1x5qtpnk!19sChIJD5RZfu5YwokRMnQjKnsTUvg?authuser=0&hl=en&rclk=1",40.7676692,-73.9687894,"ChIJD5RZfu5YwokRMnQjKnsTUvg","US","$$$$","[""In-store pickup"",""In-store shopping"",""Onsite services""]","null","","Clothingstore"
"Joh███ Wa███","Women's clothing store","107███adi███ Av█████████rk,████████████","https://www.johnnywas.com/stores/united-states/new-york/new-york/1070-madison-ave-madison-avenue-1038madison-80th","+16███923███","","{""Friday"":""10 AM–6 PM"",""Monday"":""10 AM–6 PM"",""Saturday"":""10 AM–6 PM"",""Sunday"":""11 AM–5 PM"",""Thursday"":""10 AM–6 PM"",""Tuesday"":""10 AM–6 PM"",""Wednesday"":""10 AM–6 PM""}","Closed ⋅ Opens 10 AM Tue",15,4.9,"https://lh5.googleusercontent.com/p/AF1QipPsCEf2DMcGJvVzsAnJPrSuxBv5xzRvTlfnR04I=w408-h272-k-no","https://search.google.com/local/reviews?placeid=ChIJMU401IBZwokRBiUiZCbwkh0&q=Womeclothingstore,+JenniKayne1082MadisonAveNewYorkNY10028,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Johnny%20Was/data=!4m7!3m6!1s0x89c25980d4344e31:0x1d92f02664222506!8m2!3d40.7774782!4d-73.9615352!16s%2Fg%2F11g0m8f4yj!19sChIJMU401IBZwokRBiUiZCbwkh0?authuser=0&hl=en&rclk=1",40.7774782,-73.9615352,"ChIJMU401IBZwokRBiUiZCbwkh0","US","","[""In-store shopping"",""No same-day delivery""]","null","","Womeclothingstore"
"Tot███Wir███ss","Cell phone store","924███lum███ Av█████████rk,████████████","https://www.totalwireless.com/stores/ny/new-york/924-columbus-ave","+16███492███","","{""Friday"":""10 AM–8 PM"",""Monday"":""10 AM–8 PM"",""Saturday"":""10 AM–8 PM"",""Sunday"":""11 AM–7 PM"",""Thursday"":""10 AM–8 PM"",""Tuesday"":""10 AM–8 PM"",""Wednesday"":""10 AM–8 PM""}","Open ⋅ Closes 8 PM",35,3.7,"https://lh5.googleusercontent.com/p/AF1QipO-naqkZG9gxA0wlBgV8VYpJT6ZUJ_WdmoQrwaA=w426-h240-k-no","https://search.google.com/local/reviews?placeid=ChIJjd99UKD3wokRjpT76-3Z64o&q=Cell+Phone+Store,+Verizon+2002+Riverside+Ave&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Total%20Wireless/data=!4m7!3m6!1s0x89c2f7a0507ddf8d:0x8aebd9edebfb948e!8m2!3d40.7989045!4d-73.9634659!16s%2Fg%2F11ts_7zh4g!19sChIJjd99UKD3wokRjpT76-3Z64o?authuser=0&hl=en&rclk=1",40.7989045,-73.9634659,"ChIJjd99UKD3wokRjpT76-3Z64o","US","","[""In-store pickup""]","null","","Cellphonestore"
"LEXIE","Women's clothing store","19 ███th ███ Ne█████████Y 1██████","http://www.lexie.com/","+12███333███","Women's boutique with clothes & jewelry. Boutique offering a curated selection of women's fashion, including denim, jewelry & accessories.","{""Friday"":""10 AM–6 PM"",""Monday"":""Closed"",""Saturday"":""11 AM–5 PM"",""Sunday"":""Closed"",""Thursday"":""10 AM–6 PM"",""Tuesday"":""10 AM–6 PM"",""Wednesday"":""10 AM–6 PM""}","Closed ⋅ Opens 10 AM Tue",5,4.8,"https://lh5.googleusercontent.com/p/AF1QipO-nLPxAn3ye3hjInboyHKmh09nz48PR7K6le2r=w408-h408-k-no","https://search.google.com/local/reviews?placeid=ChIJ534S_ZlZwokR4PPdk_P0kaw&q=Clothing+Store,+ExpressEdit1295thAveNew+York+NY+10003,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/LEXIE/data=!4m7!3m6!1s0x89c25999fd127ee7:0xac91f4f393ddf3e0!8m2!3d40.7325480!4d-73.9946520!16s%2Fg%2F11b76tvwlr!19sChIJ534S_ZlZwokR4PPdk_P0kaw?authuser=0&hl=en&rclk=1",40.732548,-73.994652,"ChIJ534S_ZlZwokR4PPdk_P0kaw","US","","[""Identifies as women-owned"",""Small business""]","null","","Clothingstore"
"LAN███ Ne███ork█████████Ave█████████","Women's clothing store","855███dis███Ave█████████k, █████████","https://us.lanvin.com/","+16███390███","Luxe designer fashions & accessories. Retailer offering the high-end fashion house's stylish clothing & accessories.","{""Friday"":""10 AM–6 PM"",""Monday"":""10 AM–6 PM"",""Saturday"":""10 AM–6 PM"",""Sunday"":""Closed"",""Thursday"":""10 AM–6 PM"",""Tuesday"":""10 AM–6 PM"",""Wednesday"":""10 AM–6 PM""}","Closed ⋅ Opens 10 AM Tue",19,4.7,"https://lh5.googleusercontent.com/p/AF1QipOSBj2K4ktTC8KRDV_8pgv8dDXjbwcw3UqNAZlq=w408-h408-k-no","https://search.google.com/local/reviews?placeid=ChIJMbRtQuxYwokRyQhYDlgQvBE&q=Clothing+Store,+Garin1165MadisonAveNew+York+NY+10028,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/LANVIN%20New%20York%20Madison%20Ave.%20Store/data=!4m7!3m6!1s0x89c258ec426db431:0x11bc10580e5808c9!8m2!3d40.7708882!4d-73.9658488!16s%2Fg%2F1hc3mqvk_!19sChIJMbRtQuxYwokRyQhYDlgQvBE?authuser=0&hl=en&rclk=1",40.7708882,-73.9658488,"ChIJMbRtQuxYwokRyQhYDlgQvBE","US","$$$$","[""In-store pickup"",""No same-day delivery""]","null","","Clothingstore"
"Che███a E███usi█████████rk ███","Men's clothing store","222███h A███ Ne█████████Y 1██████","http://www.chelseaexclusive.com/","+16███645███","","{""Friday"":""10 AM–11 PM"",""Monday"":""10 AM–11 PM"",""Saturday"":""10 AM–11 PM"",""Sunday"":""10 AM–11 PM"",""Thursday"":""10 AM–11 PM"",""Tuesday"":""10 AM–11 PM"",""Wednesday"":""10 AM–11 PM""}","Closed ⋅ Opens 10 AM Tue",121,4.8,"https://lh5.googleusercontent.com/p/AF1QipOLH24Jt8gEdbuIP2oAv4vsVDCcdUqvo-nckxBq=w426-h240-k-no","https://search.google.com/local/reviews?placeid=ChIJVVVBv7tZwokRSZYCIgd6A5I&q=Clothing+Store,+JustOneLLC1410BroadwayNew+York+NY+10018,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Chelsea%20Exclusive%20New%20York%20ny/data=!4m7!3m6!1s0x89c259bbbf415555:0x92037a0722029649!8m2!3d40.7440372!4d-73.9990473!16s%2Fg%2F11hc_pnhj1!19sChIJVVVBv7tZwokRSZYCIgd6A5I?authuser=0&hl=en&rclk=1",40.7440372,-73.9990473,"ChIJVVVBv7tZwokRSZYCIgd6A5I","US","","[""Small business""]","null","","Clothingstore"
"Pac███niv███ity█████████sto███","Book store","1 P███ Pl███, N█████████NY ██████","https://pacenyc.bncollege.com/","+12███461███","","{""Friday"":""10 AM–3 PM"",""Monday"":""10 AM–4 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""10 AM–4 PM"",""Tuesday"":""10 AM–4 PM"",""Wednesday"":""10 AM–4 PM""}","Closed ⋅ Opens 10 AM Wed",12,3.9,"https://lh5.googleusercontent.com/p/AF1QipP9b1Gj8UrSuwhm3UX9pEIkOqGXsWCCZ4oHoJqt=w426-h240-k-no","https://search.google.com/local/reviews?placeid=ChIJa2DtYSJawokR74jRX7Mu7N8&q=Bookstore,+BookSuey10345JosephCampauAveHamtramckMI48212,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Pace%20University%20NYC%20Bookstore/data=!4m7!3m6!1s0x89c25a2261ed606b:0xdfec2eb35fd188ef!8m2!3d40.7113533!4d-74.0050427!16s%2Fg%2F11c3sqk14y!19sChIJa2DtYSJawokR74jRX7Mu7N8?authuser=0&hl=en&rclk=1",40.7113533,-74.0050427,"ChIJa2DtYSJawokR74jRX7Mu7N8","US","$$","[""In-store pickup"",""In-store shopping"",""Onsite services""]","null","","Bookstore"
"Cel███re ███ LL███","Cell phone store","45 ███adw███ Ne█████████Y 1██████","http://www.cellhire.com/","+12███767███","","{""Friday"":""10 AM–8 PM"",""Monday"":""10 AM–8 PM"",""Saturday"":""10 AM–8 PM"",""Sunday"":""11 AM–6 PM"",""Thursday"":""10 AM–8 PM"",""Tuesday"":""10 AM–8 PM"",""Wednesday"":""10 AM–8 PM""}","Closed ⋅ Opens 10 AM Wed",3,1.3,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xtBkjwgeWZu8vBWfcfpSbA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=290.67294&pitch=0&thumbfov=100","https://search.google.com/local/reviews?placeid=ChIJoxV2461ZwokR_3JzF8vS92A&q=Cellphoneaccessorystore,+CellularProsUSA-Cellphone%26PartsRetail&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Cellhire%20USA%20LLC/data=!4m7!3m6!1s0x89c259ade37615a3:0x60f7d2cb177372ff!8m2!3d40.7064253!4d-74.0130737!16s%2Fg%2F1tdzmgmf!19sChIJoxV2461ZwokR_3JzF8vS92A?authuser=0&hl=en&rclk=1",40.7064253,-74.0130737,"ChIJoxV2461ZwokR_3JzF8vS92A","US","","[""Quick visit""]","null","","Cellphoneaccessorystore"
"The███amo███Oak███","Jewelry store","62 ███7th███ #8█████████ork████████████","http://thediamondoak.com/","+12███997███","Showroom for diamonds & wedding rings. Appointment-only showroom for loose diamonds, engagement rings & wedding jewelry in platinum & gold.","{""Friday"":""10 AM–7 PM"",""Monday"":""10 AM–7 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""10 AM–7 PM"",""Tuesday"":""10 AM–7 PM"",""Wednesday"":""10 AM–7 PM""}","Closed ⋅ Opens 10 AM Tue",123,5,"https://lh5.googleusercontent.com/p/AF1QipOOYTkEcXJF2s5bkeSdb7Vmsa--lJqe3tAcSlnz=w408-h408-k-no","https://search.google.com/local/reviews?placeid=ChIJQdFvVkBZwokRABDlyxAUY-I&q=Jeweler,+OtisOn+Park+LLC+New+York+NY+10075,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/The%20Diamond%20Oak/data=!4m7!3m6!1s0x89c25940566fd141:0xe2631410cbe51000!8m2!3d40.7576449!4d-73.9813930!16s%2Fg%2F11gjdntsvq!19sChIJQdFvVkBZwokRABDlyxAUY-I?authuser=0&hl=en&rclk=1",40.7576449,-73.981393,"ChIJQdFvVkBZwokRABDlyxAUY-I","US","","[""Small business""]","null","","Jeweler"
"Den███ Ca███ets█████████","Cabinet store","16 ███7th███, N█████████NY ██████","","","","{""Friday"":""7 AM–5 PM"",""Monday"":""7 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""7 AM–5 PM"",""Tuesday"":""7 AM–5 PM"",""Wednesday"":""7 AM–5 PM""}","Closed ⋅ Opens 7 AM Tue",0,0,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=h7j0rLZ4aVzGPWxVQBGEgw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=219.51616&pitch=0&thumbfov=100","","https://www.google.com/maps/place/Dental%20Cabinets%20New%20York/data=!4m7!3m6!1s0x89c2590cc071bd5b:0xda2c1a55c939db2a!8m2!3d40.7750369!4d-73.9637873!16s%2Fg%2F11v4m8kzzx!19sChIJW71xwAxZwokRKts5yVUaLNo?authuser=0&hl=en&rclk=1",40.7750369,-73.9637873,"ChIJW71xwAxZwokRKts5yVUaLNo","US","","null","null","","Cabinetstore"
"Cha███on ███ycl███","Bicycle store","896███ste███m A█████████ork█████████████████████ate███","http://www.championbikes.com/","+12███622███","Neighborhood bike shop & repair service. Compact shop with bikes, gear & accessories also offering tune-up & repair services.","{""Friday"":""1–9 PM"",""Monday"":""11 AM–10 PM"",""Saturday"":""1–7 PM"",""Sunday"":""1–7 PM"",""Thursday"":""11 AM–10 PM"",""Tuesday"":""Closed"",""Wednesday"":""11 AM–10 PM""}","Closed ⋅ Opens 11 AM Wed",106,4.6,"https://lh5.googleusercontent.com/p/AF1QipP4KKwSEIFCzDDP9ZThTK8httwpOyujA1UiTknM=w426-h240-k-no","https://search.google.com/local/reviews?placeid=ChIJT_ByaCT2wokRJVRsyxfKif8&q=Bicycle+Shop,+Champion+Bikes&authuser=0&hl=en&gl=ES","https://www.google.com/maps/place/Champion%20Bicycles/data=!4m7!3m6!1s0x89c2f6246872f04f:0xff89ca17cb6c5425!8m2!3d40.7990774!4d-73.9670040!16s%2Fg%2F1tzgq48l!19sChIJT_ByaCT2wokRJVRsyxfKif8?authuser=0&hl=en&rclk=1",40.7990774,-73.967004,"ChIJT_ByaCT2wokRJVRsyxfKif8","US","","[""Small Business""]","null","","BicycleShop"
