name,category,address,open_website,phone_number,description,open_hours,open_hours_updated,reviews_count,rating,main_image,reviews,url,lat,lon,place_id,country,price_range,services_provided,hotel_amenities,hotel_star_ratings,category_search_input
"Etro","Clothing store","720███dis███Ave█████████k, █████████","http://www.etro.com/","+12███179███","","{""Friday"":""10 AM–6 PM"",""Monday"":""10 AM–6 PM"",""Saturday"":""10 AM–6 PM"",""Sunday"":""12–5 PM"",""Thursday"":""10 AM–6 PM"",""Tuesday"":""10 AM–6 PM"",""Wednesday"":""10 AM–6 PM""}","Closed ⋅ Opens 10 AM Tue",27,4.8,"https://lh5.googleusercontent.com/p/AF1QipOhmJ_DdxZ1RdDLAp1NpbMWZZq7_A1ctTlD7WVe=w408-h544-k-no","https://search.google.com/local/reviews?placeid=ChIJLVU8Qe5YwokRBdc-LQ0IJD0&q=Clothing+Store,+IROParis1013MadisonAveNew+York+NY+10075,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Etro/data=!4m7!3m6!1s0x89c258ee413c552d:0x3d24080d2d3ed705!8m2!3d40.7665217!4d-73.9695348!16s%2Fg%2F1tgfxjtd!19sChIJLVU8Qe5YwokRBdc-LQ0IJD0?authuser=0&hl=en&rclk=1",40.7665217,-73.9695348,"ChIJLVU8Qe5YwokRBdc-LQ0IJD0","US","$$$$","[""Wheelchair accessible entrance"",""No wheelchair accessible parking lot""]","null","","Clothingstore"
"Pan███a J███lry███","Jewelry store","110███42n███t, █████████ NY█████████","https://stores.pandora.net/en-us/ny/newyork/pandora-jewelry-us15ee52c8.html?utm_source=google&utm_medium=listing&utm_content=us15ee52c8&utm_campaign=NY&utm_keyword=New%20York","+13███552███","Source for jewelry & charms. Jewelry chain featuring a variety of necklaces, rings, customizable charm bracelets & more.","{""Friday"":""10 AM–9 PM"",""Monday"":""10 AM–9 PM"",""Saturday"":""10 AM–9 PM"",""Sunday"":""11 AM–8 PM"",""Thursday"":""10 AM–9 PM"",""Tuesday"":""10 AM–9 PM"",""Wednesday"":""10 AM–9 PM""}","Closed ⋅ Opens 10 AM",1007,4.2,"https://lh5.googleusercontent.com/p/AF1QipPlWT4-qeWe5KCt9mrIyXWpvNX53LeNcMUpdyB6=w408-h455-k-no","https://search.google.com/local/reviews?placeid=ChIJ0cf5yapZwokR2IADUHDjypI&q=Jewelry+Store,+Pandora+Jewelry+511EShawAveFresnoCA93710,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Pandora%20Jewelry/data=!4m7!3m6!1s0x89c259aac9f9c7d1:0x92cae370500380d8!8m2!3d40.7547425!4d-73.9847797!16s%2Fg%2F11bzvy_7gp!19sChIJ0cf5yapZwokR2IADUHDjypI?authuser=0&hl=en&rclk=1",40.7547425,-73.9847797,"ChIJ0cf5yapZwokR2IADUHDjypI","US","","[""Onsite services""]","null","","Jewelrystore"
"Pop███","Clothing store","133███adi███ Av█████████rk,████████████","","","","null","",0,0,"https://lh5.googleusercontent.com/p/AF1QipPQcoFproMnywwnAs6tCkr2_h8qrTDyAR6SlFey=w408-h306-k-no","","https://www.google.com/maps/place/Pop-up/@40.7856652,-73.9550537,17z/data=!3m1!4b1!4m6!3m5!1s0x89c258a1600299ed:0x27b9663e8567cda!8m2!3d40.7856652!4d-73.9550537!16s%2Fg%2F11s943stwq?hl=en&entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoASAFQAw%3D%3D",40.7856652,-73.9550537,"ChIJ7ZkCYKFYwokR2nxW6GOWewI","US","","[""No wheelchair accessible parking lot""]","null","","Clothingstore"
"Use███ook███ble███","Used book store","Uni███Squ███ We█████████4th██████████████████","","","","null","",1,5,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SR_HAJTcpKaujC605ukQlw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=277.6409&pitch=0&thumbfov=100","https://search.google.com/local/reviews?placeid=ChIJO-8ofABZwokR24mOTRtdy5Q&q=Bookstore,+TablesInc49W39thStFlr2+New+York+NY+10018,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Used%20Book%20Table/data=!4m7!3m6!1s0x89c259007c28ef3b:0x94cb5d1b4d8e89db!8m2!3d40.7351994!4d-73.9917243!16s%2Fg%2F11vprscgg3!19sChIJO-8ofABZwokR24mOTRtdy5Q?authuser=0&hl=en&rclk=1",40.7351994,-73.9917243,"ChIJO-8ofABZwokR24mOTRtdy5Q","US","","[""Quick visit""]","null","","Bookstore"
"Lov███dor███","Jewelry store","269███iza███h S█████████rk,████████████","http://www.loveadorned.com/","+12███315███","Store with jewelry & home decor items. Breezy space stocked with an eclectic mix of new & vintage jewelry plus unusual items for the home.","{""Friday"":""12–7 PM"",""Monday"":""12–7 PM"",""Saturday"":""12–7 PM"",""Sunday"":""12–7 PM"",""Thursday"":""12–7 PM"",""Tuesday"":""12–7 PM"",""Wednesday"":""12–7 PM""}","Closed ⋅ Opens 12 PM",97,4.5,"https://lh5.googleusercontent.com/p/AF1QipM_LKHDdM7dJhUBHtz-rstfBAo_YGRg3MFcxLqy=w408-h544-k-no","https://search.google.com/local/reviews?placeid=ChIJh3yAmYVZwokRph9oYlDfBqo&q=Jewelry+Store,+LoveAdorned269ElizabethStNewYork+NY+10012,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Love+Adorned/@40.72408,-73.9938198,17z/data=!3m1!4b1!4m6!3m5!1s0x89c2598599807c87:0xaa06df5062681fa6!8m2!3d40.72408!4d-73.9938198!16s%2Fg%2F1tj3415l?hl=en&entry=ttu&g_ep=EgoyMDI0MTIwMS4xIKXMDSoASAFQAw%3D%3D",40.72408,-73.9938198,"ChIJh3yAmYVZwokRph9oYlDfBqo","US","$$$","[""Identifies as women-owned"",""Small business""]","null","","Jewelrystore"
"adv███","Book store","55 ███er ███ Ne█████████Y 1██████","","","","null","",0,0,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rAmpG9tnjdOPOkKQDuWqiw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=64.34327&pitch=0&thumbfov=100","","https://www.google.com/maps/place/advait/@40.7026868,-74.0093713,17z/data=!3m1!4b1!4m6!3m5!1s0x89c25b11c7221827:0xe716570ff8b55fdd!8m2!3d40.7026868!4d-74.0093713!16s%2Fg%2F11t483bvyy?hl=en&entry=ttu&g_ep=EgoyMDI0MTEyNC4xIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D",40.7026868,-74.0093713,"ChIJJxgixxFbwokR3V-1-A9XFuc","US","","[""Quick visit""]","null","","Bookstore"
"A.P███ NY███urp██████","Clothing store","405███oom███t, █████████ NY█████████","https://www.apc-us.com/","+12███660███","","{""Friday"":""11 AM–7 PM"",""Monday"":""11 AM–7 PM"",""Saturday"":""11 AM–7 PM"",""Sunday"":""12–6 PM"",""Thursday"":""11 AM–7 PM"",""Tuesday"":""11 AM–7 PM"",""Wednesday"":""11 AM–7 PM""}","Closed ⋅ Opens 11 AM Tue",10,4.5,"https://lh5.googleusercontent.com/p/AF1QipO00NP-K2mOtNaM11ZRcYY1NPiGY7E3INjWNNRq=w408-h306-k-no","https://search.google.com/local/reviews?placeid=ChIJ0x-k1atZwokRT2yc76s6ayQ&q=Clothing+Store,+A.P.C.267West4thStreet+New+York+NY+10014,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/A.P.C.%20NYC%20Surplus/data=!4m7!3m6!1s0x89c259abd5a41fd3:0x246b3aabef9c6c4f!8m2!3d40.7208415!4d-73.9979644!16s%2Fg%2F11sjll03ks!19sChIJ0x-k1atZwokRT2yc76s6ayQ?authuser=0&hl=en&rclk=1",40.7208415,-73.9979644,"ChIJ0x-k1atZwokRT2yc76s6ayQ","US","","[""Wheelchair accessible entrance"",""No wheelchair accessible parking lot""]","null","","Clothingstore"
"Eri███ Je███ry","Jewelry store","136███exi███on █████████Yor████████████","","+12███697███","","{""Friday"":""9 AM–7 PM"",""Monday"":""9 AM–7 PM"",""Saturday"":""10 AM–5:30 PM"",""Sunday"":""Closed"",""Thursday"":""9 AM–7 PM"",""Tuesday"":""9 AM–7 PM"",""Wednesday"":""9 AM–7 PM""}","Closed ⋅ Opens 9 AM",8,3.4,"https://lh5.googleusercontent.com/p/AF1QipMMR5AptWmY90r-nShL0QiTX4Dc51R5yn-hakfT=w408-h305-k-no","https://search.google.com/local/reviews?placeid=ChIJHbzuYqNYwokRehWCXoD4fmw&q=Jewelry+Store,+eklexic+350E82ndStNew+York+NY+10028,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Eric's%20Jewelry/data=!4m7!3m6!1s0x89c258a362eebc1d:0x6c7ef8805e82157a!8m2!3d40.7821870!4d-73.9537942!16s%2Fg%2F11b5ystq0j!19sChIJHbzuYqNYwokRehWCXoD4fmw?authuser=0&hl=en&rclk=1",40.782187,-73.9537942,"ChIJHbzuYqNYwokRehWCXoD4fmw","US","","[""Small business""]","null","","Jewelrystore"
"Kin███niy███ew ██████","Book store","107███th ███, N█████████NY ██████","https://usa.kinokuniya.com/","+12███691███","Japanese bookstore with large selection. Japanese-based retailer known for its collection of Asian books & magazines.","{""Friday"":""10 AM–8 PM"",""Monday"":""10 AM–8 PM"",""Saturday"":""10 AM–8 PM"",""Sunday"":""11 AM–7:30 PM"",""Thursday"":""10 AM–8 PM"",""Tuesday"":""10 AM–8 PM"",""Wednesday"":""10 AM–8 PM""}","Closed ⋅ Opens 10 AM",8401,4.7,"https://lh5.googleusercontent.com/p/AF1QipPFKsP6e6lYA8BL-i7l0aJZQk2F580jxTyRiOp0=w408-h544-k-no","https://search.google.com/local/reviews?placeid=ChIJn0BhwP5YwokRTZw5De7Ti20&q=Bookstore,+KinokuniyaBeaverton10500SWBeavertonHillsdaleHwyBeavertonOR97005,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Kinokuniya%20New%20York/data=!4m7!3m6!1s0x89c258fec061409f:0x6d8bd3ee0d399c4d!8m2!3d40.7541070!4d-73.9849938!16s%2Fg%2F1tf03d67!19sChIJn0BhwP5YwokRTZw5De7Ti20?authuser=0&hl=en&rclk=1",40.754107,-73.9849938,"ChIJn0BhwP5YwokRTZw5De7Ti20","US","","[""In-store pickup"",""In-store shopping"",""Onsite services"",""No same-day delivery""]","null","","Bookstore"
"Pap███Hou███","Party store","bet███85 ███ter█████████73 █████████████████████rk,████████████","","+12███248███","Paper, party products & decorations. Functional space stocking a wide selection of party & paper goods, seasonal decorations & costumes.","{""Friday"":""9:30 AM–6:30 PM"",""Monday"":""9:30 AM–6:30 PM"",""Saturday"":""9:30 AM–6:30 PM"",""Sunday"":""9:30 AM–5 PM"",""Thursday"":""9:30 AM–6:30 PM"",""Tuesday"":""9:30 AM–6:30 PM"",""Wednesday"":""9:30 AM–6:30 PM""}","Closed ⋅ Opens 9:30 AM",47,4.1,"https://lh5.googleusercontent.com/p/AF1QipP6hz72BpxHL5jGjWqZQWjlcpwPeeITGvwq8cYQ=w408-h544-k-no","https://search.google.com/local/reviews?placeid=ChIJZ9Q8JYpYwokRXfwOMimEi5c&q=Stationery+Store,+DuaneReade380AmsterdamAveNew+York+NY+10024,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Paper%20House/data=!4m7!3m6!1s0x89c2588a253cd467:0x978b8429320efc5d!8m2!3d40.7794998!4d-73.9807556!16s%2Fg%2F1tmy5zd_!19sChIJZ9Q8JYpYwokRXfwOMimEi5c?authuser=0&hl=en&rclk=1",40.7794998,-73.9807556,"ChIJZ9Q8JYpYwokRXfwOMimEi5c","US","","[""Small business""]","null","","Stationerystore"
"Jas███Off███ Pr█████████","Office supply store","250███40t███t, █████████ NY█████████","http://jasonoffice.com/","+12███797███","Office supplies, furniture & printing. Area standby offering office supplies & furniture, executive accessories & custom printing services.","{""Friday"":""8 AM–4 PM"",""Monday"":""8 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8 AM–5 PM"",""Tuesday"":""8 AM–5 PM"",""Wednesday"":""8 AM–5 PM""}","Opens soon ⋅ 8 AM",37,4.5,"https://lh5.googleusercontent.com/p/AF1QipN5-VscRRSbN_SeNh6zV0PgprwtrkRXfWnNjrRb=w408-h544-k-no","https://search.google.com/local/reviews?placeid=ChIJYxwQG69ZwokRqtKymrmmluA&q=Officesupplystore,+Business+Office+Supply+Superstore+160SW12thAve&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Jason%20Office%20Products/data=!4m7!3m6!1s0x89c259af1b101c63:0xe096a6b99ab2d2aa!8m2!3d40.7553521!4d-73.9897806!16s%2Fg%2F1tdf28dh!19sChIJYxwQG69ZwokRqtKymrmmluA?authuser=0&hl=en&rclk=1",40.7553521,-73.9897806,"ChIJYxwQG69ZwokRqtKymrmmluA","US","","[""Delivery"",""Same-day delivery""]","null","","Officesupplystore"
"A &███Dis███nt","Stationery store","838███xin███n A█████████w Y███████████████","","+12███881███","","{""Friday"":""6 AM–9 PM"",""Monday"":""6 AM–9 PM"",""Saturday"":""7 AM–7 PM"",""Sunday"":""7 AM–7 PM"",""Thursday"":""6 AM–9 PM"",""Tuesday"":""6 AM–9 PM"",""Wednesday"":""6 AM–9 PM""}","Open ⋅ Closes 9 PM",0,0,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhHAoL5QJqJNABfJ3V6ugRYdj1q8S7-YOm9L9w_qZOhbVoH0X2DCnEi6NbyqFdQMIjPa7oaLd3EI7n4OMioLUjPo940TF-7OCJzGbEmfCf4S3ariKERLriXsZSJoAoG2EHKHXbeGsbXxYHE4YyIRTZpmPwQDchNZwYyILwf0rzo-ssCDe6I8MC2EI1MDWIjZl6GarA=w523-h240-k-no","","https://www.google.com/maps/place/A+%26+A+Discount/@40.7652996,-73.9661651,17z/data=!3m1!4b1!4m6!3m5!1s0x89c258eed715c945:0x3d3febf9a58bd3c4!8m2!3d40.7652996!4d-73.9661651!16s%2Fg%2F1tftxw96?hl=en&entry=ttu&g_ep=EgoyMDI0MTIwMS4xIKXMDSoASAFQAw%3D%3D",40.7652996,-73.9661651,"ChIJRckV1-5YwokRxNOLpfnrPz0","US","","[""No wheelchair accessible parking lot""]","null","","Stationerystore"
"Sta███ner███nd █████████","Stationery store","125███72n███t, █████████ NY█████████","http://www.stationeryandtoy.com/","+12███803███","","{""Friday"":""9 AM–7 PM"",""Monday"":""9 AM–7 PM"",""Saturday"":""9 AM–7 PM"",""Sunday"":""10 AM–6 PM"",""Thursday"":""9 AM–7 PM"",""Tuesday"":""9 AM–7 PM"",""Wednesday"":""9 AM–7 PM""}","Closed ⋅ Opens 9 AM",133,4.6,"https://lh5.googleusercontent.com/p/AF1QipOpNv2lBFHf8c_O_hanKXp-aN7Vtar_28yOhm8K=w408-h544-k-no","https://search.google.com/local/reviews?placeid=ChIJ3UhjtotYwokRIoKfREYc1u8&q=Stationerystore,+F%26WTypesetting2116YandellDrElPasoTX79903,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Stationery%20and%20Toy%20World/data=!4m7!3m6!1s0x89c2588bb66348dd:0xefd61c46449f8222!8m2!3d40.7780173!4d-73.9795769!16s%2Fg%2F1txnqccd!19sChIJ3UhjtotYwokRIoKfREYc1u8?authuser=0&hl=en&rclk=1",40.7780173,-73.9795769,"ChIJ3UhjtotYwokRIoKfREYc1u8","US","","[""Delivery"",""No same-day delivery""]","null","","Stationerystore"
"Pap███Sou███","Stationery store","10 ███umb███Cir█████████7, █████████████████████","https://www.papersource.com/","+13███060███","Custom stationery, papers & unique gifts. Chain for decorative paper, crafting supplies & quirky gifts, plus custom stationery.","{""Friday"":""10 AM–9 PM"",""Monday"":""10 AM–8 PM"",""Saturday"":""10 AM–9 PM"",""Sunday"":""11 AM–8 PM"",""Thursday"":""10 AM–8 PM"",""Tuesday"":""10 AM–8 PM"",""Wednesday"":""10 AM–8 PM""}","Opens soon ⋅ 10 AM",42,4.2,"https://lh5.googleusercontent.com/p/AF1QipOuserlniWQbprhukNPrdAx9AO0EmzDOiTHVVDK=w408-h306-k-no","https://search.google.com/local/reviews?placeid=ChIJ00FQll9ZwokRI2V1aa9XtdQ&q=Greetingcardshop,+Gifts%26MoreAtThePaperStoreUniversityTownCenter125NCattlemenRdUNIT101SarasotaFL34243,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Paper%20Source/data=!4m7!3m6!1s0x89c2595f965041d3:0xd4b557af69756523!8m2!3d40.7685526!4d-73.9831866!16s%2Fg%2F11k27h1f15!19sChIJ00FQll9ZwokRI2V1aa9XtdQ?authuser=0&hl=en&rclk=1",40.7685526,-73.9831866,"ChIJ00FQll9ZwokRI2V1aa9XtdQ","US","","[""In-store pickup"",""In-store shopping"",""Onsite services""]","null","","Greetingcardshop"
"Geo███ Le███man██████","Jewelry store","515███dis███Ave█████████New█████████████████████ed █████████","https://www.glederman.com/","+12███534███","","{""Friday"":""10 am–6 pm"",""Monday"":""10 am–6 pm"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""10 am–6 pm"",""Tuesday"":""10 am–6 pm"",""Wednesday"":""10 am–6 pm""}","Closed ⋅ Opens 10 am",0,0,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rKWJzYCU16-DatwLJ7ZHsA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=35.897858&pitch=0&thumbfov=100","","https://www.google.com/maps/place/George%20Lederman%20Inc/data=!4m7!3m6!1s0x89c258fb7691603f:0x6e32c3a4fd85eaa9!8m2!3d40.7597893!4d-73.9737557!16s%2Fg%2F1tlwgkb5!19sChIJP2CRdvtYwokRqeqF_aTDMm4?authuser=0&hl=en&rclk=1",40.7597893,-73.9737557,"ChIJP2CRdvtYwokRqeqF_aTDMm4","US","","[""Identifies as women-owned"",""Small Business""]","null","","Jeweler"
"Gre███ich███. J█████████","Jewelry store","93 ███de ███ Ne█████████Y 1█████████████████████","https://www.greenwichjewelers.com/?utm_source=Google&utm_medium=Organic)","+12███647███","Family-owned jewelry retailer. Family-owned boutique offering designer, fashion & custom-made jewelry, plus repairs.","{""Friday"":""11 am–7 pm"",""Monday"":""Closed"",""Saturday"":""11 am–6 pm"",""Sunday"":""Closed"",""Thursday"":""11 am–7 pm"",""Tuesday"":""11 am–7 pm"",""Wednesday"":""11 am–7 pm""}","Closed ⋅ Opens 11 am",781,4.9,"https://lh5.googleusercontent.com/p/AF1QipPfsbQ9ooROlw-SIWZa8DV8UmGZhfZNmXgSKF9R=w408-h612-k-no","https://search.google.com/local/reviews?placeid=ChIJFRQIzhBawokRO10IpvAd7eA&q=Jeweler,+SaintGeorgesBreslauerStr.442460NeussGermany,+DE&authuser=0&hl=en&gl=DE","https://www.google.com/maps/place/Greenwich%20St.%20Jewelers/data=!4m7!3m6!1s0x89c25a10ce081415:0xe0ed1df0a6085d3b!8m2!3d40.7154284!4d-74.0079739!16s%2Fg%2F1v2yzsgl!19sChIJFRQIzhBawokRO10IpvAd7eA?authuser=0&hl=en&rclk=1",40.7154284,-74.0079739,"ChIJFRQIzhBawokRO10IpvAd7eA","US","","[""Identifies as Latino-owned"",""Identifies as women-owned"",""Small Business""]","null","","Jeweler"
"SR ███fum███nc","Perfume store","41 ███0th███, N█████████NY ██████","","+12███192███","","{""Friday"":""8 AM–8 PM"",""Monday"":""8 AM–8 PM"",""Saturday"":""8 AM–8 PM"",""Sunday"":""8 AM–7 PM"",""Thursday"":""8 AM–8 PM"",""Tuesday"":""8 AM–8 PM"",""Wednesday"":""8 AM–8 PM""}","Open ⋅ Closes 8 PM",10,3.3,"https://lh5.googleusercontent.com/p/AF1QipOhDTIjVgPib8noU3YyLSiCHgs_glqp2aPr589y=w408-h378-k-no","https://search.google.com/local/reviews?placeid=ChIJrR0op6ZZwokR4b7KJKb6nPY&q=Perfumestore,+ALT.Fragrances11401NW12thStKiosk51MiamiFL33172,+US&authuser=0&hl=en&gl=US","",40.7470708,-73.988885,"ChIJrR0op6ZZwokR4b7KJKb6nPY","US","","[""Small business""]","null","","Perfumestore"
"KOH███ Ex███ien█████████ by█████████████████████","Plumbing supply store","6 W███nd ███ Ne█████████Y 1█████████████████████","https://www.kohler.com/en/locations/new-york/new-york-city/kohler-experience-center-by-best-plumbing-supply","+12███373███","","{""Friday"":""10 am–6 pm"",""Monday"":""10 am–6 pm"",""Saturday"":""10 am–5 pm"",""Sunday"":""Closed"",""Thursday"":""10 am–6 pm"",""Tuesday"":""10 am–6 pm"",""Wednesday"":""10 am–6 pm""}","Open ⋅ Closes 6 pm",79,4.1,"https://lh5.googleusercontent.com/p/AF1QipMEIIjEbUhlLu5msFHFQCR-VqAcFCG9EfcX76zx=w408-h306-k-no","https://search.google.com/local/reviews?placeid=ChIJ635niaNZwokRm0mLGT4oUD0&q=Bathroomsupplystore,+OBIBadplanerWeimarLandhausallee1899425WeimarGermany,+DE&authuser=0&hl=en&gl=DE","https://www.google.com/maps/place/KOHLER%20Experience%20Center%20by%20Best%20Plumbing%20Supply/data=!4m7!3m6!1s0x89c259a389677eeb:0x3d50283e198b499b!8m2!3d40.7410991!4d-73.9910081!16s%2Fg%2F11df0ps613!19sChIJ635niaNZwokRm0mLGT4oUD0?authuser=0&hl=en&rclk=1",40.7410991,-73.9910081,"ChIJ635niaNZwokRm0mLGT4oUD0","US","","[""Delivery"",""In-store shopping"",""On-site services""]","null","","Bathroomsupplystore"
"Tot███Wir███ss","Cell phone store","334███roa███y, █████████ NY█████████","https://www.totalwireless.com/stores/ny/new-york/3341-broadway","+19███620███","","{""Friday"":""10 AM–7 PM"",""Monday"":""10 AM–7 PM"",""Saturday"":""10 AM–7 PM"",""Sunday"":""11 AM–5 PM"",""Thursday"":""10 AM–7 PM"",""Tuesday"":""10 AM–7 PM"",""Wednesday"":""10 AM–7 PM""}","Open ⋅ Closes 7 PM",18,4.8,"https://lh5.googleusercontent.com/p/AF1QipPiDYq30hN_OQIZkc2wNVqqTa__1D1AIbh9DZA4=w533-h240-k-no","https://search.google.com/local/reviews?placeid=ChIJW_YAp8H3wokRwi4kHv4Ux44&q=Cell+Phone+Store,+Verizon+2002+Riverside+Ave&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Total%20Wireless/data=!4m7!3m6!1s0x89c2f7c1a700f65b:0x8ec714fe1e242ec2!8m2!3d40.8204466!4d-73.9553624!16s%2Fg%2F11nxgx2ny8!19sChIJW_YAp8H3wokRwi4kHv4Ux44?authuser=0&hl=en&rclk=1",40.8204466,-73.9553624,"ChIJW_YAp8H3wokRwi4kHv4Ux44","US","","[""Delivery"",""In-store pickup"",""Onsite services""]","null","","Cellphonestore"
"Met███by ███obi███","Cell phone store","166███ew ███k A█████████ngt█████████████████████","https://www.metrobyt-mobile.com/stores/bd/metro-by-t-mobile-huntington-station-ny-10329964/?utm_source=google&utm_medium=lastmile&utm_campaign=10329964","+19███330███","Wireless provider offering phones & more. Wireless provider supplying phones, tablets & accessories, plus cell phone & device data plans.","{""Friday"":""10 AM–8 PM"",""Monday"":""10 AM–8 PM"",""Saturday"":""10 AM–8 PM"",""Sunday"":""11 AM–7 PM"",""Thursday"":""10 AM–8 PM"",""Tuesday"":""10 AM–8 PM"",""Wednesday"":""10 AM–8 PM""}","Open ⋅ Closes 8 PM",41,4.4,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=krOq5z8Kbb3PrlaavpZvBw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=296.26105&pitch=0&thumbfov=100","https://search.google.com/local/reviews?placeid=ChIJrdPDYwQp6IkRdEiFr19ivx8&q=Cellphone+Store,+Metro+by+T-Mobile+1669NewYorkAveHuntingtonStatioN+11746,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Metro%20by%20T-Mobile/data=!4m7!3m6!1s0x89e8290463c3d3ad:0x1fbf625faf854874!8m2!3d40.8429921!4d-73.4121643!16s%2Fg%2F11j7w592_9!19sChIJrdPDYwQp6IkRdEiFr19ivx8?authuser=0&hl=en&rclk=1",40.8429921,-73.4121643,"ChIJrdPDYwQp6IkRdEiFr19ivx8","US","","[""In-store shopping"",""Onsite services"",""No delivery"",""No same-day delivery""]","null","","Cellphonestore"
"Sle███re ███tre█████████NYC███","Mattress store","218███30t███t, █████████ NY█████████","https://www.sleepare.com/us/mattress-showroom/?utm_source=GoogleMyBusiness&utm_medium=Organic&utm_campaign=NYC","+18███023███","","{""Friday"":""10 AM–7:30 PM"",""Monday"":""11 AM–7:30 PM"",""Saturday"":""10 AM–7:30 PM"",""Sunday"":""10 AM–7:30 PM"",""Thursday"":""11 AM–7 PM"",""Tuesday"":""11 AM–7 PM"",""Wednesday"":""11 AM–7 PM""}","Closed ⋅ Opens 11 AM Tue",891,4.8,"https://lh5.googleusercontent.com/p/AF1QipO3-Oh-UWfl7kRYGbX2xf8dfq8eJu8n6v3pFl14=w408-h725-k-no","https://search.google.com/local/reviews?placeid=ChIJOxrb_GdZwokRZV-7tLqyBdo&q=Mattressstore,+SleepNumber17250SouthcenterPkwySuite100TukwilaWA98188,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/SleePare%20Mattress%20Store%20NYC/data=!4m7!3m6!1s0x89c25967fcdb1a3b:0xda05b2bab4bb5f65!8m2!3d40.7487878!4d-73.9934938!16s%2Fg%2F11ghlwsb11!19sChIJOxrb_GdZwokRZV-7tLqyBdo?authuser=0&hl=en&rclk=1",40.7487878,-73.9934938,"ChIJOxrb_GdZwokRZV-7tLqyBdo","US","","[""Small business""]","null","","Mattressstore"
"Maj███ic ███era█████████Inc███","Electronics store","585███h A███A, █████████ NY█████████","","+12███883███","","null","",0,0,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=E2hkCvJEF9r5IkdOT8p1-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=127.497574&pitch=0&thumbfov=100","","https://www.google.com/maps/place/Majestic%20Camera%20%26%20Gifts%20Inc/data=!4m7!3m6!1s0x89c258fe8a74f611:0x2b944307d2ec4679!8m2!3d40.7568170!4d-73.9780480!16s%2Fg%2F1th299n9!19sChIJEfZ0iv5YwokReUbs0gdDlCs?authuser=0&hl=en&rclk=1",40.756817,-73.978048,"ChIJEfZ0iv5YwokReUbs0gdDlCs","US","","null","null","","Electronicsstore"
"Ala███n L███tin███","Lighting store","146███Bro███ay,█████████, N█████████","","+19███267███","","{""Friday"":""9 AM–6 PM"",""Monday"":""9 AM–6 PM"",""Saturday"":""9 AM–6 PM"",""Sunday"":""Closed"",""Thursday"":""9 AM–6 PM"",""Tuesday"":""9 AM–6 PM"",""Wednesday"":""9 AM–6 PM""}","Closed ⋅ Opens 9 AM Tue",19,4.7,"https://lh5.googleusercontent.com/p/AF1QipPIBeAdoCUZb4lfVPrKoAedEQkAxhbOqnV2aIkd=w408-h306-k-no","https://search.google.com/local/reviews?placeid=ChIJKSva9qlbwokRa2j-5ZJk9X0&q=Lighting+Store,+ampiaDowntown155Bowery+New+York+NY+10002,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Aladdin%20Lighting/data=!4m7!3m6!1s0x89c25ba9f6da2b29:0x7df56492e5fe686b!8m2!3d40.7141700!4d-73.9911293!16s%2Fg%2F11h_xs3yt_!19sChIJKSva9qlbwokRa2j-5ZJk9X0?authuser=0&hl=en&rclk=1",40.71417,-73.9911293,"ChIJKSva9qlbwokRa2j-5ZJk9X0","US","","[""Small business""]","null","","Lightingstore"
