Name,Address,Latitude,Longitude,Income,Density
Key Food,"102-02 101st Avenue, Ozone Park",40.6855605,-73.8404601,"$75,207 ",1318.4636614535418
Liberty Bismillah Supermarket,"109-19 Liberty Avenue, South Richmond Hill",40.684581,-73.8321173,"$75,207 ",1318.4636614535418
bp,"94-02 111th Street, South Richmond Hill",40.69180799999999,-73.8349533,"$75,207 ",1318.4636614535418
The Food Emporium of Howard Beach Supermarket,"Lindenwood 82, 35 153rd Avenue, Howard Beach",40.66679989999999,-73.8513598,"$82,604 ",1125.998160073597
Apna Bazar Farmers Market,"124-16 Liberty Avenue, South Richmond Hill",40.6878074,-73.8194802,"$75,207 ",1318.4636614535418
CTown Supermarkets,"98-02 Jamaica Avenue, Woodhaven",40.6946369,-73.847383,"$75,207 ",1318.4636614535418
Superior Food Market Inc,"120-22 101st Avenue, South Richmond Hill",40.690268,-73.82395799999999,"$75,207 ",1318.4636614535418
Golden Mango Supermarket,"8105 Rockaway Boulevard, Ozone Park",40.6847967,-73.8591678,"$75,207 ",1318.4636614535418
Key Food Supermarkets,"1215 Sutter Avenue, Brooklyn",40.67281550000001,-73.8733335,"$75,207 ",1318.4636614535418
Brothers Italian Food World,"16110 Cross Bay Boulevard, Howard Beach",40.6553893,-73.8393759,"$82,604 ",1125.998160073597
Associated Supermarkets of Pitkin,"2578 Pitkin Avenue, Brooklyn",40.674491,-73.8769259,"$75,207 ",1318.4636614535418
Family Dollar,"3382 Atlantic Avenue, Brooklyn",40.6813675,-73.8717233,"$75,207 ",1318.4636614535418
Target Grocery,"519 Gateway Drive, Brooklyn",40.6529944,-73.870071,"$82,604 ",1125.998160073597
ALDI,"528 Gateway Drive, Brooklyn",40.6538135,-73.87107069999999,"$82,604 ",1125.998160073597
Cherry Valley Marketplace,"925 Crescent Street #5515, Brooklyn",40.6647936,-73.8671293,"$82,604 ",1125.998160073597
Key Food Supermarkets,"108-16 Liberty Avenue, Jamaica",40.6836662,-73.8332631,"$75,207 ",1318.4636614535418
Pioneer Fresh of East New York,"689 Stanley Avenue, Brooklyn",40.65976399999999,-73.8834298,"$38,285 ",1245.936599423631
J T Grocery,"114-27 135th Avenue, South Ozone Park",40.6715773,-73.8252383,"$82,604 ",1125.998160073597
Key Food Supermarkets,"135-46 Lefferts Boulevard, South Ozone Park",40.6691667,-73.8216667,"$82,604 ",1125.998160073597
Tony's Shop & Save Supermarket,"Tony's Shop & Save Supermarket, 1161 Sutter Avenue, Brooklyn",40.6724843,-73.8751849,"$75,207 ",1318.4636614535418
FOOD BAZAAR,"11110 Flatlands Avenue, Brooklyn",40.6492783,-73.8889016,"$76,340 ",2788.8040345821323
Food Universe Marketplace,"773 New Lots Avenue, Brooklyn",40.6667838,-73.8820401,"$38,285 ",1245.936599423631
food choice,"1161 Sutter Avenue, Brooklyn",40.67253360000001,-73.8751917,"$75,207 ",1318.4636614535418
Milk Farm Supermarket,"88-13 Liberty Avenue, Ozone Park",40.6800975,-73.8502321,"$75,207 ",1318.4636614535418
Asian Supermarket & Halal Meat,"2757 Pitkin Avenue, Brooklyn",40.675908,-73.8704039,"$75,207 ",1318.4636614535418
bp,"719 New Lots Avenue, Brooklyn",40.6658857,-73.8842095,"$38,285 ",1245.936599423631
Pure Farmers Market,"1242 Liberty Avenue, Brooklyn",40.6789487,-73.8628794,"$75,207 ",1318.4636614535418
Abdullah Supermarket,"74-16 101st Avenue, Ozone Park",40.67929120000001,-73.8624665,"$75,207 ",1318.4636614535418
Emdad Supermarket Inc.,"1206 Liberty Avenue, Brooklyn",40.6788064,-73.86458300000001,"$75,207 ",1318.4636614535418
Premium Supermarket,"1196 Liberty Avenue, Brooklyn",40.67875050000001,-73.86488360000001,"$75,207 ",1318.4636614535418
CTown Supermarkets,"1176 Liberty Avenue, Brooklyn",40.678541,-73.8658092,"$75,207 ",1318.4636614535418
Osorio Food Corp,"2665 Pitkin Avenue, Brooklyn",40.675368,-73.873846,"$75,207 ",1318.4636614535418
Junior's Food Outlet,"145-35 Rockaway Boulevard, South Ozone Park",40.67381739999999,-73.79228599999999,"$68,682 ",2078.371665133395
bp,"14812 Rockaway Boulevard, South Ozone Park",40.67291970000001,-73.7896921,"$68,682 ",2078.371665133395
Ideal Food Basket,"169-85 137th Avenue, Jamaica",40.6733823,-73.7701905,"$68,682 ",2078.371665133395
Bravo Supermarkets,"144-28 Lakewood Avenue, Jamaica",40.6897531,-73.803113,"$68,682 ",2078.371665133395
Western Beef Supermarket,"130-35 Merrick Boulevard, Rochdale Village",40.6806838,-73.76168299999999,"$68,682 ",2078.371665133395
bp,"114-02 Van Wyck Expressway, Jamaica",40.6825375,-73.8063669,"$68,682 ",2078.371665133395
Key Food Supermarkets,"16602 Baisley Boulevard, Jamaica",40.67882109999999,-73.7762418,"$68,682 ",2078.371665133395
CIBO Express Gourmet Market - TECH,"John F Kennedy International Airport, Terminal 2, Queens",40.6586769,-73.7953211,"$68,682 ",2078.371665133395
CIBO Express Gourmet Market,"John F Kennedy International Airport, Terminal 5, Queens",40.6586769,-73.7953211,"$68,682 ",2078.371665133395
CIBO Express Gourmet Market - Book Store,"John F Kennedy International Airport, Terminal 2, Queens",40.6586769,-73.7953211,"$68,682 ",2078.371665133395
Hudson,"Terminal 7, Jamaica",40.6495623,-73.7827185,"$68,682 ",2078.371665133395
Alsa Met Food Corp.,Jamaica,40.67327280000001,-73.7907153,"$68,682 ",2078.371665133395
Farmboy Country Market,"127-20 Rockaway Boulevard, South Ozone Park",40.67484899999999,-73.810129,"$82,604 ",1125.998160073597
Amoco,"162-35 North Conduit Avenue, Jamaica",40.6682633,-73.77204309999999,"$68,682 ",2078.371665133395
Almonte's Fine Fare of Farmers Blvd. - Neighborhood Supermarket,"145-44 Farmers Boulevard, Rochdale Village",40.66482469999999,-73.76841619999999,"$68,682 ",2078.371665133395
Fine fair,"145-44 Farmers Boulevard, Rochdale Village",40.66487619999999,-73.76841670000002,"$68,682 ",2078.371665133395
Ideal Food Basket,"142-36 Foch Boulevard, Jamaica",40.678845,-73.7983855,"$68,682 ",2078.371665133395
FOOD JUNGLE INC,"11914 Sutphin Boulevard, Jamaica",40.6785301,-73.79178519999999,"$68,682 ",2078.371665133395
Food World Supermarket,"119-14 Sutphin Boulevard, Jamaica",40.6785301,-73.79178519999999,"$68,682 ",2078.371665133395
Food Universe Marketplace,"127-16 111th Avenue, South Ozone Park",40.6825793,-73.81359929999999,"$82,604 ",1125.998160073597
Super,Rochdale Village,40.6785894,-73.7765337,"$68,682 ",2078.371665133395
C-Town Supermarket,"115-34 Sutphin Boulevard, Jamaica",40.683919,-73.7927091,"$68,682 ",2078.371665133395
Shahjalal Halal Supermarket,"111-02 Sutphin Boulevard, Jamaica",40.68837579999999,-73.7958434,"$68,682 ",2078.371665133395
Fresh Farm Halal Supermarket,157-11 Linden Boulevard,40.6880896,-73.7899571,"$68,682 ",2078.371665133395
West Indian Farm Market,"123-02 Liberty Avenue, South Richmond Hill",40.6874622,-73.820628,"$75,207 ",1318.4636614535418
Matty's 5 Star Mini Mart,"128-02 Liberty Avenue, South Richmond Hill",40.688822,-73.816841,"$75,207 ",1318.4636614535418
Earnest Foods,"123-01 Merrick Boulevard, Jamaica",40.6833044,-73.76818120000001,"$68,682 ",2078.371665133395
Market Fresh Supermarket,"109-10 Sutphin Boulevard, Jamaica",40.69159800000001,-73.7981891,"$68,682 ",2078.371665133395
Century Market,"109-18 Liberty Avenue, South Richmond Hill",40.68405,-73.832188,"$75,207 ",1318.4636614535418
CTown Supermarkets,"Parking lot, 134-16 Liberty Avenue, South Richmond Hill",40.691428,-73.81197139999999,"$75,207 ",1318.4636614535418
Key Food Supermarkets,"123-12 101st Avenue, South Richmond Hill",40.69085690000001,-73.8220138,"$75,207 ",1318.4636614535418
John’s Farm Market,"115-10 Merrick Boulevard, Jamaica",40.6894766,-73.7779845,"$68,682 ",2078.371665133395
AFRICARIB BAZAAR MARKET,"114-52 Merrick Boulevard, Jamaica",40.690135,-73.778486,"$68,682 ",2078.371665133395
Atlantic Farm Cash & Carry,"130-23 101st Avenue, South Richmond Hill",40.6928058,-73.8164517,"$75,207 ",1318.4636614535418
Deshi Bazar & Halal Meat Inc,"106-15 Sutphin Boulevard, Jamaica",40.6948931,-73.8023815,"$68,682 ",2078.371665133395
Amoco,"243-02 South Conduit Avenue, Rosedale",40.6650261,-73.7354563,"$68,682 ",2078.371665133395
Key Food Supermarket of Rosedale Rd,"935 Rosedale Road, Valley Stream",40.65264069999999,-73.7241567,"$68,682 ",2078.371665133395
Key Food Supermarkets,"22501 Merrick Boulevard, Springfield Gardens",40.6776341,-73.7444269,"$68,682 ",2078.371665133395
bp,"270 Sunrise Highway, Valley Stream",40.6622071,-73.7104207,"$68,682 ",2078.371665133395
King Kullen,"231 West Merrick Road, Valley Stream",40.6690491,-73.70640440000001,"$97,288 ",1734.9862005519778
Ramar Supermarket,"144-5A 243rd Street, Rosedale",40.6601075,-73.7393136,"$68,682 ",2078.371665133395
Associated Supermarkets of Rosedale,"143-60 243rd Street, Rosedale",40.6608932,-73.7391098,"$68,682 ",2078.371665133395
ALDI,"750 Sunrise Highway, Valley Stream",40.66446409999999,-73.72709069999999,"$68,682 ",2078.371665133395
Target Grocery,"500 Sunrise Highway, Valley Stream",40.6645869,-73.72075459999999,"$68,682 ",2078.371665133395
Farm Country of Laurelton,"234-21 Merrick Boulevard, Rosedale",40.6746592,-73.7353883,"$68,682 ",2078.371665133395
Food World Supermarket,"500 West Merrick Road, Valley Stream",40.66915099999999,-73.71533000000001,"$68,682 ",2078.371665133395
bp,"385 West Merrick Road, Valley Stream",40.6685047,-73.7111484,"$97,288 ",1734.9862005519778
Key Food,"1805 North Central Avenue, Valley Stream",40.6826498,-73.7145285,"$97,288 ",1734.9862005519778
A & E Supermarket,"11731 Farmers Boulevard, Jamaica",40.6907843,-73.7619793,"$68,682 ",2078.371665133395
Western Beef Supermarket,"1717 Old, Dutch Broadway, Elmont",40.6878184,-73.7055797,"$97,288 ",1734.9862005519778
bp,"440 Sunrise Highway, Lynbrook",40.655501,-73.669164,"$97,288 ",1734.9862005519778
King Kullen,"127 Sunrise Highway, Rockville Centre",40.6577778,-73.6511111,"$97,288 ",1734.9862005519778
bp,"2 Sunrise Highway, Rockville Centre",40.65649619999999,-73.6569276,"$97,288 ",1734.9862005519778
King Kullen,"1765 Peninsula Boulevard, Hewlett",40.6489983,-73.69018419999999,"$97,288 ",1734.9862005519778
Cross Island Fruits,"246 Hempstead Avenue, Lynbrook",40.66658160000001,-73.6704161,"$97,288 ",1734.9862005519778
Key Food Supermarkets,"399 Ocean Avenue, Rockville Centre",40.6574284,-73.6554694,"$97,288 ",1734.9862005519778
Custom Supermarket Solutions,"596 Merrick Road, Lynbrook",40.6603481,-73.68397379999999,"$97,288 ",1734.9862005519778
bp,"1616 Dutch Broadway, Elmont",40.68715579999999,-73.7024782,"$97,288 ",1734.9862005519778
Wild By Nature,"2709 Long Beach Road, Oceanside",40.6452456,-73.6378088,"$97,288 ",1734.9862005519778
Associated Supermarkets of Rockville Centre,"160 North Long Beach Road, Rockville Centre",40.6594996,-73.6303949,"$97,288 ",1734.9862005519778
Western Beef Supermarket,"605 Woodfield Road, West Hempstead",40.68857209999999,-73.65111519999999,"$97,288 ",1734.9862005519778
bp,"292 Long Beach Road, Oceanside",40.64446999999999,-73.63952499999999,"$97,288 ",1734.9862005519778
GalaFresh Farms,"2485 Grand Avenue, Baldwin",40.649551,-73.6121895,"$97,288 ",1734.9862005519778
Ideal Food Basket of Baldwin,"856 Merrick Road, Baldwin",40.6503611,-73.6102176,"$97,288 ",1734.9862005519778
King Kullen,"2709 Long Beach Road, Oceanside",40.6452184,-73.6378421,"$97,288 ",1734.9862005519778
SuperFresh Baldwin,"1764 Grand Avenue, Baldwin",40.667026,-73.60965019999999,"$97,288 ",1734.9862005519778
bp,"700 Nassau Boulevard, West Hempstead",40.6871652,-73.6616517,"$97,288 ",1734.9862005519778
Lidl,"696 Dogwood Avenue, Franklin Square",40.68861,-73.66783,"$97,288 ",1734.9862005519778
Fruit Tree Farm,"1197 Grand Avenue, Baldwin",40.6813569,-73.6141209,"$97,288 ",1734.9862005519778
bp,"470 Grand Avenue, Hempstead",40.68349299999999,-73.615475,"$97,288 ",1734.9862005519778
Trader Joe's,"1714 Merrick Road, Merrick",40.6534212,-73.5587765,"$97,288 ",1734.9862005519778
Compare Foods Supermarket,"120 North Main Street, Freeport",40.6613531,-73.58490139999999,"$97,288 ",1734.9862005519778
Western Beef Supermarket,"322 Nassau Road, Roosevelt",40.6804428,-73.58963779999999,"$97,288 ",1734.9862005519778
Gala Foods Supermarket,"111 West Merrick Road, Freeport",40.6530882,-73.58454689999999,"$97,288 ",1734.9862005519778
bp,"1577 Merrick Road, Merrick",40.6541177,-73.56388299999999,"$97,288 ",1734.9862005519778
Target Grocery,"248 Sunrise Highway, Freeport",40.65557520000001,-73.57181609999999,"$97,288 ",1734.9862005519778
Lidl,"1686 Merrick Road, Merrick",40.65358,-73.56004,"$97,288 ",1734.9862005519778
bp,"533 Nassau Road, Roosevelt",40.68593829999999,-73.5938539,"$97,288 ",1734.9862005519778
bp,"2030 Sunrise Highway, Merrick",40.662757,-73.551247,"$97,288 ",1734.9862005519778
bp,"329 Merrick Avenue, Merrick",40.674763,-73.557017,"$97,288 ",1734.9862005519778
Seabra's Market,"260 Lafayette Street, Newark",40.7279518,-74.16104419999999,"$72,727 ",1900.704347826087
Extra Supermarket,"125 Avon Avenue, Newark",40.7254234,-74.19367340000001,"$72,727 ",1900.704347826087
SuperFresh Irvington,"471 Lyons Avenue, Irvington",40.71643290000001,-74.2234489,"$72,727 ",1900.704347826087
ShopRite of Hillside,"367 U.S. 22, Hillside",40.7002378,-74.2343245,"$72,727 ",1900.704347826087
Supremo Food Market of Irvington,"910-914 Springfield Avenue, Irvington",40.72784839999999,-74.2238819,"$72,727 ",1900.704347826087
bp,"45 Union Avenue, Irvington",40.72489100000001,-74.230322,"$72,727 ",1900.704347826087
Casey's Grocery,"489 South 10th Street, Newark",40.7355629,-74.2025407,"$72,727 ",1900.704347826087
"ShopRite of Newark, NJ","206 Springfield Avenue, Newark",40.7366424,-74.1861976,"$72,727 ",1900.704347826087
El Super Grocery Store (Elena Grocery),"183 Lafayette Street, Newark",40.73028299999999,-74.1648819,"$72,727 ",1900.704347826087
La Palma Market,"154 Pacific Street, Newark",40.7223623,-74.1680762,"$72,727 ",1900.704347826087
Wakefern,"171 Market Street, Newark",40.7358063,-74.1723676,"$72,727 ",1900.704347826087
Living Supermarket,"458 Nye Avenue, Irvington",40.7230782,-74.2253379,"$72,727 ",1900.704347826087
CTown Supermarkets,"910 18th Avenue, Newark",40.7386114,-74.2248567,"$72,727 ",1900.704347826087
Extra Supermarket,"327 Lyons Avenue, Newark",40.7129379,-74.2180784,"$72,727 ",1900.704347826087
Seabra Foods Hillside,"1132 Liberty Avenue, Hillside",40.6928245,-74.2370868,"$72,727 ",1900.704347826087
Seabra Foods Chestnut,"219 Chestnut Street, Newark",40.7230856,-74.1665182,"$72,727 ",1900.704347826087
City Supermarket,"10 Mill Road, Irvington",40.7144312,-74.24902019999999,"$72,727 ",1900.704347826087
CTown Supermarkets,"120 Clinton Avenue, Newark",40.72466049999999,-74.1825743,"$72,727 ",1900.704347826087
Maple Supermarket Corporation,"97 Maple Avenue, Newark",40.7065665,-74.21672269999999,"$72,727 ",1900.704347826087
New Neighborhood Supermarket,"382 Clinton Place, Newark",40.7104883,-74.2159595,"$72,727 ",1900.704347826087
Seabra's Market,"64 Pacific Street, Newark",40.726026,-74.1664366,"$72,727 ",1900.704347826087
bp,"600 U.S. 22, Hillside",40.6981307,-74.2429731,"$72,727 ",1900.704347826087
bp,"584 Springfield Avenue, Newark",40.731109,-74.207526,"$72,727 ",1900.704347826087
Martinez Stop One Super Market,"643 Elizabeth Avenue, Newark",40.70565579999999,-74.2062385,"$72,727 ",1900.704347826087
Town Plaza Supermarket,"412 Elizabeth Avenue, Newark",40.7097263,-74.1972189,"$72,727 ",1900.704347826087
New B & C Supermarket,"943 Bergen Street, Newark",40.7120199,-74.20518419999999,"$72,727 ",1900.704347826087
Yesi Supermarket,"325 Osborne Terrace, Newark",40.71197790000001,-74.2108155,"$72,727 ",1900.704347826087
The eagle supermarket,"235 Lyons Avenue, Newark",40.71072470000001,-74.2146982,"$72,727 ",1900.704347826087
Dexida Supermarket Stop II,"231 Lyons Avenue, Newark",40.7107278,-74.2147539,"$72,727 ",1900.704347826087
Faso Supermarket,"266 Lyons Avenue, Newark",40.7112338,-74.21637,"$72,727 ",1900.704347826087
Lion Superkmarket,"502 Irvine Turner Boulevard #4, Newark",40.7166177,-74.1958202,"$72,727 ",1900.704347826087
P & T Supermarket,"324 Clinton Place # 4, Newark",40.7125278,-74.2149898,"$72,727 ",1900.704347826087
New Queens Supermarket,"776 Bergen Street, Newark",40.71716939999999,-74.2017237,"$72,727 ",1900.704347826087
809 Supermarket,"291 Clinton Place, Newark",40.713653,-74.2142638,"$72,727 ",1900.704347826087
CIBO Express Gourmet Market,"30 International Airport St C Terminal, Newark",40.6966905,-74.17603059999999,"$72,727 ",1900.704347826087
El Intocable Supermarket,"127 Clinton Place, Newark",40.7187003,-74.2115304,"$72,727 ",1900.704347826087
Azua Supermarket,"382 Chancellor Avenue, Newark",40.7104464,-74.22377759999999,"$72,727 ",1900.704347826087
Martinez Market,"475 Clinton Avenue, Newark",40.72142909999999,-74.1995575,"$72,727 ",1900.704347826087
Azcona Supermarket,"Chancellor Avenue, Newark",40.7111055,-74.2249308,"$72,727 ",1900.704347826087
Eddy's Supermarket,"348 Clinton Avenue, Newark",40.72176899999999,-74.1925925,"$72,727 ",1900.704347826087
Adelin Grocery Supermarket,"735 Clinton Avenue, Newark",40.7231619,-74.21181469999999,"$72,727 ",1900.704347826087
Eddy's Supermarket,"785 Clinton Avenue #1037, Newark",40.72322469999999,-74.21368740000001,"$72,727 ",1900.704347826087
Los Pilotos Supermarket,"219-227 Astor Street, Newark",40.7192593,-74.1745129,"$72,727 ",1900.704347826087
La Favorita Supermarket,"1125 Broad Street, Newark",40.723203,-74.17970849999999,"$72,727 ",1900.704347826087
SuperFresh Newark,"120 Clinton Avenue, Newark",40.7247309,-74.1823734,"$72,727 ",1900.704347826087
Pao De Acucar,"244 Ferry Street, Newark",40.72847429999999,-74.1539075,"$72,727 ",1900.704347826087
ACME Markets,"321 New Jersey 440, Jersey City",40.7105326,-74.10182309999999,"$72,727 ",1900.704347826087
Whole Foods Market,"633 Broad Street, Newark",40.7400078,-74.1699916,"$72,727 ",1900.704347826087
Seabra Foods Harrison,"429 Bergen Street, Harrison",40.7428131,-74.1547865,"$72,727 ",1900.704347826087
Seabra Foods Wilson Av.,"83 Wilson Avenue #73, Newark",40.7258684,-74.1528009,"$72,727 ",1900.704347826087
MI FAMILIA MEAT & SUPERMARKET,"398 South Street, Newark",40.7188189,-74.1613261,"$72,727 ",1900.704347826087
Cabana Multi Services,"148 Wilson Avenue, Newark",40.7234177,-74.15138209999999,"$72,727 ",1900.704347826087
Emporium 112 Supermarket,"112 Wilson Avenue, Newark",40.7245204,-74.1525777,"$72,727 ",1900.704347826087
Pacific Super Market,"1 Delancy Street, Newark",40.72242970000001,-74.16809959999999,"$72,727 ",1900.704347826087
Seabra Foods Ferry Plaza,"281-285 Ferry Street, Newark",40.7272019,-74.1492153,"$72,727 ",1900.704347826087
Emporium 5 Esquinas,"218 Ferry Street, Newark",40.7281615,-74.1551398,"$72,727 ",1900.704347826087
National Supermarket,"61 Hawkins Street, Newark",40.72954059999999,-74.1396281,"$72,727 ",1900.704347826087
Bonzao Supermarket,"70 Adams Street #10, Newark",40.73013359999999,-74.1577162,"$72,727 ",1900.704347826087
Selectos Supermarket,"130 Elm Street, Newark",40.7283882,-74.1655355,"$72,727 ",1900.704347826087
Seabra Foods Ferry,"123 Ferry Street, Newark",40.72989229999999,-74.1600935,"$72,727 ",1900.704347826087
Good Food Supermarket,"48 Van Buren Street, Newark",40.73078230000001,-74.15505019999999,"$72,727 ",1900.704347826087
Met Foodmarkets of Newark,"514 Ferry Street, Newark",40.73199309999999,-74.1400014,"$72,727 ",1900.704347826087
Cherlize Supermarket ( By Work Place),"Libella Court, Newark",40.73494230000001,-74.13982080000001,"$72,727 ",1900.704347826087
bp,"378 Washington Street #392, Newark",40.7315163,-74.1775256,"$72,727 ",1900.704347826087
Fox Supermarket Inc,"162 Irvine Turner Boulevard, Newark",40.729218,-74.1907466,"$72,727 ",1900.704347826087
New Neighborhood Supermarket,"48 Irvine Turner Boulevard, Newark",40.73314709999999,-74.1891138,"$72,727 ",1900.704347826087
Patel Brothers,"780-782 Newark Avenue, Jersey City",40.735664,-74.06412,"$57,565 ",2686.2555066079294
Extra Supermarket,"360 Martin Luther King Drive, Jersey City",40.7103021,-74.0771872,"$72,727 ",1900.704347826087
Big Bazar Indian supermarket - best Indian grocery store,"831 Newark Avenue, Jersey City",40.735656,-74.066267,"$57,565 ",2686.2555066079294
Pioneer Supermarkets of Jersey City,"320 Martin Luther King Drive, Jersey City",40.7097553,-74.0799293,"$72,727 ",1900.704347826087
Bravo Supermarkets,"503 West Side Avenue, Jersey City",40.71828079999999,-74.08408899999999,"$57,565 ",2686.2555066079294
اخوان غبور Ghabour Brothers Supermarket,"867 Bergen Avenue, Jersey City",40.7291529,-74.0665107,"$57,565 ",2686.2555066079294
99 Ranch Market,"420 Grand Street, Jersey City",40.7188083,-74.05276669999999,"$57,565 ",2686.2555066079294
CTown Supermarkets,"885 Bergen Avenue, Jersey City",40.7296832,-74.06613879999999,"$57,565 ",2686.2555066079294
bp,"808 Communipaw Avenue, Jersey City",40.7211247,-74.0815465,"$57,565 ",2686.2555066079294
Martfury,"837 Hilltop Haven Drive, Jersey City",40.7008372,-74.0887383,"$72,727 ",1900.704347826087
Tejeda Supermarket,"356 Ocean Avenue, Jersey City",40.6988281,-74.0854595,"$72,727 ",1900.704347826087
Privilege Food,"466 Ocean Avenue, Jersey City",40.70232370000001,-74.0814685,"$72,727 ",1900.704347826087
Asian Food Market Jersey City,"701 New Jersey 440, Jersey City",40.71940259999999,-74.09628959999999,"$72,727 ",1900.704347826087
Andy's Supermarket,"692 Ocean Avenue, Jersey City",40.7098434,-74.0761522,"$72,727 ",1900.704347826087
Denisse Supermarket,"761 Ocean Avenue, Jersey City",40.7121557,-74.0752854,"$57,565 ",2686.2555066079294
Clarissa Supermarket,"509 Martin Luther King Drive, Jersey City",40.7153134,-74.0751724,"$57,565 ",2686.2555066079294
Alexa Supermarket,"509 Martin Luther King Drive, Jersey City",40.7152729,-74.0750841,"$57,565 ",2686.2555066079294
Clara Supermarket & Dely,Jersey City,40.7160614,-74.0740987,"$57,565 ",2686.2555066079294
Rodriguez Brothers Supermarket,"553 Communipaw Avenue, Jersey City",40.7164879,-74.0709478,"$57,565 ",2686.2555066079294
Exito Fresh Market,"115 Monticello Avenue, Jersey City",40.71867349999999,-74.07198199999999,"$57,565 ",2686.2555066079294
Don Henriquez,"195 Monticello Avenue, Jersey City",40.7213663,-74.07029899999999,"$57,565 ",2686.2555066079294
La Perfecta Supermarket,"195 Monticello Avenue, Jersey City",40.7213663,-74.07029899999999,"$57,565 ",2686.2555066079294
CTown Supermarkets,"759 West Side Avenue, Jersey City",40.726375,-74.0771476,"$57,565 ",2686.2555066079294
M & T Minimarket,"204 Duncan Avenue, Jersey City",40.7275868,-74.0781037,"$57,565 ",2686.2555066079294
Bergen Supermarket,"692 Bergen Avenue, Jersey City",40.7238835,-74.0699798,"$57,565 ",2686.2555066079294
Bergen Fruits & Vegetables,"787 Bergen Avenue, Jersey City",40.7262038,-74.0678363,"$57,565 ",2686.2555066079294
Angel Mini Supermarket,"2716 John F. Kennedy Boulevard, Jersey City",40.7289514,-74.0694183,"$57,565 ",2686.2555066079294
Sub Hub Market Fresh,"2815 John F. Kennedy Boulevard, Jersey City",40.7319983,-74.06682119999999,"$57,565 ",2686.2555066079294
M & M Mini Market & Deli,"116 Tonnelle Avenue, Jersey City",40.735002,-74.06701079999999,"$57,565 ",2686.2555066079294
Whole Foods Market,"270 Greenwich Street, New York",40.71558769999999,-74.0114521,"$57,565 ",2686.2555066079294
Jubilee Market Place on John,"99 John Street, New York",40.7082431,-74.0063359,"$30,967 ",2276.343612334802
Hudson Greene Market,"77 Hudson Street, Jersey City",40.7147655,-74.0347802,"$57,565 ",2686.2555066079294
Sunrise Mart 日系スーパー,"494 Broome Street, New York",40.7232614,-74.0025754,"$57,565 ",2686.2555066079294
SuperFresh Two Bridges,"5 Saint James Place, New York",40.7108765,-74.0002319,"$61,873 ",4548.237885462555
Lily's Vegan Pantry,"213 Hester Street, New York",40.71865719999999,-73.999057,"$61,873 ",4548.237885462555
Organic Basic Food,"204 Washington Street, Hoboken",40.7390365,-74.0306059,"$84,978 ",3965.46255506608
Po Wing Hong Food Market,"49 Elizabeth Street Ground Floor, New York",40.7171287,-73.9967356,"$61,873 ",4548.237885462555
ShopRite of Metro Plaza,"400 Marin Blvd, Metro Plaza Drive, Jersey City",40.72301520000001,-74.0396544,"$57,565 ",2686.2555066079294
New York Marts,"75 East Broadway, New York",40.713685,-73.9941826,"$49,685 ",7192.819383259912
Gristedes,"315 South End Avenue, New York",40.7104788,-74.0164333,"$30,967 ",2276.343612334802
ACME Markets,"125 18th Street, Jersey City",40.7329254,-74.0375526,"$57,565 ",2686.2555066079294
MORTON WILLIAMS SUPERMARKETS,"105 River Drive, Jersey City",40.7297245,-74.0323762,"$57,565 ",2686.2555066079294
55 Fulton Market by Keyfood,"55 Fulton Street, New York",40.70871810000001,-74.00471859999999,"$30,967 ",2276.343612334802
Supremo Food Market of Jersey City,"323 Palisade Avenue, Jersey City",40.7397374,-74.0473097,"$84,978 ",3965.46255506608
Key Food Supermarkets,"102 Montague Street, Brooklyn",40.6949016,-73.9954578,"$30,967 ",2276.343612334802
bp,"235 12th St, 07310 Interstate 78, Jersey City",40.7301466,-74.04341509999999,"$57,565 ",2686.2555066079294
Bangkok Center Grocery,"104 Mosco Street, New York",40.714554,-73.999344,"$61,873 ",4548.237885462555
P & K Fruit Market,"170 Newark Avenue, Jersey City",40.72125310000001,-74.0449088,"$57,565 ",2686.2555066079294
Prime Food Market,"180 10th Street, Jersey City",40.728924,-74.0412979,"$57,565 ",2686.2555066079294
Meat Center (Chinatown),"208 Centre Street, New York",40.7190325,-73.99897109999999,"$61,873 ",4548.237885462555
Gristedes,"101 Clark Street, Brooklyn",40.69788489999999,-73.9926259,"$30,967 ",2276.343612334802
La Conga Supermarket,"352 Grove Street, Jersey City",40.7208162,-74.04254279999999,"$57,565 ",2686.2555066079294
Aspen Marketplace,"226 Washington Street, Hoboken",40.7396967,-74.0304774,"$84,978 ",3965.46255506608
New York Mart,"128 Mott Street, New York",40.71850389999999,-73.9966318,"$61,873 ",4548.237885462555
Fulton Stall Market,"91 South Street, New York",40.7061992,-74.0034706,"$30,967 ",2276.343612334802
Hong Kong Supermarket,"157 Hester Street, New York",40.717605,-73.9960273,"$61,873 ",4548.237885462555
Deluxe Food Market,"79 Elizabeth Street, New York",40.71803799999999,-73.996262,"$61,873 ",4548.237885462555
Key Food Fresh & Natural,"574 Jersey Avenue, Jersey City",40.7232426,-74.0456641,"$57,565 ",2686.2555066079294
"D&Y Continental Fruit, Vegetables, Grocery, Flowers & More","309 Grove Street, Jersey City",40.7191528,-74.0434704,"$57,565 ",2686.2555066079294
Whole Foods Market,"135 Greene Street, Jersey City",40.7180058,-74.0369377,"$57,565 ",2686.2555066079294
Trader Joe's,"142 East 14th Street, New York",40.733371,-73.9878966,"$84,978 ",3965.46255506608
