Name,Address,Latitude,Longitude,Income,Density,Traffic
Macy's,"9001 Queens Boulevard, Elmhurst",40.7343519,-73.87158769999999,63453.0,1587.8380864765409,1.524385086476541
Costco Wholesale,"6135 Junction Boulevard, Rego Park",40.73297249999999,-73.86275700000002,88917.0,1041.9227230910765,0.9530057230910766
Target,"8801 Queens Boulevard, Elmhurst",40.7357181,-73.8744498,63453.0,1587.8380864765409,1.524385086476541
JCPenney,"92-59 59th Avenue, Elmhurst",40.73495399999999,-73.867778,63453.0,1587.8380864765409,1.524385086476541
Macy's Furniture Gallery,"88-01 Queens Boulevard, Elmhurst",40.735559,-73.8749122,63453.0,1587.8380864765409,1.524385086476541
T.J. Maxx,"6101 Junction Boulevard, Rego Park",40.7327795,-73.8633653,88917.0,1041.9227230910765,0.9530057230910766
Marshalls,"96-05 Queens Boulevard, Rego Park",40.73061599999999,-73.86225449999999,88917.0,1041.9227230910765,0.9530057230910766
Burlington,"9605 Queens Boulevard, Rego Park",40.731424,-73.8618461,88917.0,1041.9227230910765,0.9530057230910766
Lot-Less,"9632 Queens Boulevard, Rego Park",40.72941919999999,-73.86145119999999,88917.0,1041.9227230910765,0.9530057230910766
T.J. Maxx,"80 - 16 Cooper Avenue, Glendale",40.7093237,-73.86943769999999,69726.0,1556.4857405703772,1.4867597405703772
HomeGoods,"71-19 80th Street, Glendale",40.7077453,-73.8685419,69726.0,1556.4857405703772,1.4867597405703772
Sunglass Hut at Macy's,"90-01 Queens Boulevard, Elmhurst",40.7344037,-73.8713054,63453.0,1587.8380864765409,1.524385086476541
Primark,"90-15 Queens Boulevard, Queens",40.73422739999999,-73.8708643,63453.0,1587.8380864765409,1.524385086476541
Marshalls,"168-23 Jamaica Avenue, Jamaica",40.70695,-73.79155519999999,74493.0,1390.128794848206,1.3156357948482065
Target,"7000 Austin Street, Forest Hills",40.7208767,-73.8473538,88917.0,1041.9227230910765,0.9530057230910766
JEMBRO,"107-25 71st Avenue, Flushing",40.7209777,-73.8447036,88917.0,1041.9227230910765,0.9530057230910766
Aden Department Store,"90-63 Sutphin Boulevard, Jamaica",40.701273,-73.8076158,74493.0,1390.128794848206,1.3156357948482065
JAMAICA CRAZY HOT DEALS,"14908 Jamaica Avenue, Jamaica",40.7017938,-73.8052606,74493.0,1390.128794848206,1.3156357948482065
BRS 99C & UP VARIETY STORE INC,"160-15 Hillside Avenue, Jamaica",40.7082895,-73.8013576,74493.0,1390.128794848206,1.3156357948482065
Bottomline 57 Inc,"96-03 57th Avenue, Corona",40.737157,-73.864829,63453.0,1587.8380864765409,1.524385086476541
Burlington,"160-12 Jamaica Avenue, Jamaica",40.7037544,-73.79849999999999,74493.0,1390.128794848206,1.3156357948482065
Target,"160-08 Jamaica Avenue, Jamaica",40.70364259999999,-73.79847409999999,74493.0,1390.128794848206,1.3156357948482065
Primark,"162-10 Jamaica Avenue, Queens",40.7040841,-73.7971494,74493.0,1390.128794848206,1.3156357948482065
Telco Stores,"168-43 Jamaica Avenue, Jamaica",40.70708459999999,-73.7915089,74493.0,1390.128794848206,1.3156357948482065
Super V,"163-30 Jamaica Avenue, Jamaica",40.70491150000001,-73.7958807,74493.0,1390.128794848206,1.3156357948482065
Kohl's,"6111 188th Street, Fresh Meadows",40.74023179999999,-73.7856827,74493.0,1390.128794848206,1.3156357948482065
T.J. Maxx,"176-60 Union Turnpike, Fresh Meadows",40.72591329999999,-73.7902184,74493.0,1390.128794848206,1.3156357948482065
Deal Ninety Nine,11042 Merrick Boulevard,40.694756,-73.78213199999999,68682.0,2078.371665133395,2.009689665133395
Marshalls,"600 Hempstead Turnpike, Elmont",40.709402,-73.701086,97288.0,1734.9862005519778,1.6376982005519778
Target,"1730 Hempstead Turnpike, Elmont",40.7088687,-73.7039273,97288.0,1734.9862005519778,1.6376982005519778
T.J. Maxx,"1445 Hempstead Turnpike U-A, Elmont",40.7066501,-73.6940811,97288.0,1734.9862005519778,1.6376982005519778
HomeGoods,"661 Hillside Avenue, New Hyde Park",40.7421185,-73.69849239999999,97288.0,1734.9862005519778,1.6376982005519778
Burlington,"650 Stewart Avenue, Garden City",40.730884,-73.608739,97288.0,1734.9862005519778,1.6376982005519778
T.J. Maxx,"300 Peninsula Boulevard, Hempstead",40.7053409,-73.62475719999999,97288.0,1734.9862005519778,1.6376982005519778
Target,"999 Corporate Drive, Westbury",40.741667,-73.60081819999999,97288.0,1734.9862005519778,1.6376982005519778
Walmart,"1220 Old Country Road, Westbury",40.7436213,-73.6007924,97288.0,1734.9862005519778,1.6376982005519778
Macy's,"630 Old Country Road Unit A3 Unit A3, Garden City",40.7362328,-73.6128458,97288.0,1734.9862005519778,1.6376982005519778
Costco Wholesale,"1250 Old Country Road, Westbury",40.7439608,-73.597506,97288.0,1734.9862005519778,1.6376982005519778
Walmart,"1123 Jerusalem Avenue, Uniondale",40.6958182,-73.5783683,97288.0,1734.9862005519778,1.6376982005519778
JCPenney,"630 Old Country Road Unit A2, Garden City",40.73949959999999,-73.6140856,97288.0,1734.9862005519778,1.6376982005519778
Bloomingdale's,"630 Old Country Road #27, Garden City",40.7384797,-73.6117002,97288.0,1734.9862005519778,1.6376982005519778
Marshalls,"1240 Old Country Road, Carle Place",40.7435646,-73.59925780000002,97288.0,1734.9862005519778,1.6376982005519778
Nordstrom,"630 Old Country Road, Garden City",40.7370859,-73.61099879999999,97288.0,1734.9862005519778,1.6376982005519778
Marshalls,"1989 Front Street, East Meadow",40.72219469999999,-73.5627588,97288.0,1734.9862005519778,1.6376982005519778
Nordstrom Rack,"1040 Old Country Road, Garden City",40.7424906,-73.6061404,97288.0,1734.9862005519778,1.6376982005519778
Navy Exchange Main,"Mitchell Field #16, Garden City",40.7293325,-73.6013971,97288.0,1734.9862005519778,1.6376982005519778
HomeGoods,"1030 Old Country Road, Westbury",40.74248,-73.606206,97288.0,1734.9862005519778,1.6376982005519778
Anastasia Beverly Hills Brow Studio at Nordstrom,"630 Old Country Road, Garden City",40.736956,-73.6109409,97288.0,1734.9862005519778,1.6376982005519778
Macy's Furniture Clearance Center,"155 Glen Cove Road, Carle Place",40.73666299999999,-73.61296399999999,97288.0,1734.9862005519778,1.6376982005519778
Piombo,"Piombo Roosevelt Field, 630 Old Country Road, Garden City",40.7379804,-73.6129024,97288.0,1734.9862005519778,1.6376982005519778
Primark,"630 Old Country Road, Garden City",40.7398946,-73.6135883,97288.0,1734.9862005519778,1.6376982005519778
Marshalls,"8-12 Franklin Street, Bloomfield",40.78231600000001,-74.184322,72727.0,1900.704347826087,1.827977347826087
Marshalls,"175 Passaic Avenue, Kearny",40.760792,-74.161294,72727.0,1900.704347826087,1.827977347826087
Forman Mills,"585 Doctor Martin Luther King Junior Boulevard, East Orange",40.7669972,-74.2209191,72727.0,1900.704347826087,1.827977347826087
Capricorn Enterprises Inc,"580 Central Avenue, East Orange",40.7613224,-74.2237159,72727.0,1900.704347826087,1.827977347826087
Target,"200 Passaic Avenue, Kearny",40.76012329999999,-74.158718,72727.0,1900.704347826087,1.827977347826087
Value Zone Department Store,"575 Bloomfield Avenue, Bloomfield",40.79322499999999,-74.1972828,72727.0,1900.704347826087,1.827977347826087
Walmart Supercenter,"150 Harrison Avenue, Kearny",40.7475887,-74.1375757,72727.0,1900.704347826087,1.827977347826087
DII Deals & Discounts,"361 Central Avenue, Jersey City",40.747591,-74.04851250000002,84978.0,3965.46255506608,3.88048455506608
Walmart Supercenter,"400 Park Place, Secaucus",40.79298029999999,-74.0423136,113828.0,9210.748898678414,9.096920898678414
Shoppers World,"3127 John F. Kennedy Boulevard, North Bergen",40.77550859999999,-74.0364015,84978.0,3965.46255506608,3.88048455506608
Kohl's,"3 Mill Creek Drive, Secaucus",40.7917366,-74.0520629,84978.0,3965.46255506608,3.88048455506608
Marshalls & HomeGoods,"400 Mill Creek Drive, Secaucus",40.7923413,-74.04856529999999,113828.0,9210.748898678414,9.096920898678414
T.J. Maxx,"21 Mill Creek Drive, Secaucus",40.793153,-74.0514962,113828.0,9210.748898678414,9.096920898678414
Reiss Discount Center,"4811 Bergenline Avenue, Union City",40.7818279,-74.0218493,113828.0,9210.748898678414,9.096920898678414
MANNY'S OUTLET CO.,"325 48th Street, Union City",40.7811584,-74.02098219999999,113828.0,9210.748898678414,9.096920898678414
Telco Stores,"4912 Bergenline Avenue, West New York",40.7826053,-74.02078530000001,113828.0,9210.748898678414,9.096920898678414
Target,"258 8th Avenue, New York",40.74551199999999,-73.997897,84978.0,3965.46255506608,3.88048455506608
Target,"615 10th Avenue, New York",40.7613879,-73.994646,117596.0,6288.325991189427,6.170729991189428
Burlington,"31 Mill Creek Drive, Secaucus",40.793661,-74.0514931,113828.0,9210.748898678414,9.096920898678414
Macy's,"151 West 34th Street, New York",40.75083099999999,-73.9890961,117596.0,6288.325991189427,6.170729991189428
T.J. Maxx,"250 West 57th Street, New York",40.7665182,-73.9827963,117596.0,6288.325991189427,6.170729991189428
Bloomingdale's,"59th Street and, 1000 Third Avenue, Lexington Avenue, New York",40.762268,-73.967247,130527.0,9688.105726872249,9.557578726872247
T.J. Maxx,"407 East 59th Street, New York",40.7595404,-73.961351,130527.0,9688.105726872249,9.557578726872247
Saks Fifth Avenue Corporation Office,"117 West 57th Street, New York",40.7649042,-73.9779409,117596.0,6288.325991189427,6.170729991189428
Isetan Co Ltd,"1411 Broadway # 2550, New York",40.7542068,-73.9875569,117596.0,6288.325991189427,6.170729991189428
ZITOMER,"969 Madison Avenue, New York",40.77412899999999,-73.9635571,130527.0,9688.105726872249,9.557578726872247
Sunglass Hut at Macy's,"160 West 35th Street, New York",40.7508414,-73.9892346,117596.0,6288.325991189427,6.170729991189428
Nordstrom Rack,"865 6th Avenue, New York",40.7478391,-73.98951869999999,117596.0,6288.325991189427,6.170729991189428
Target,"112 West 34th Street, New York",40.7501207,-73.9889452,117596.0,6288.325991189427,6.170729991189428
Lot-Less,"206 West 40th Street, New York",40.7548644,-73.9887236,117596.0,6288.325991189427,6.170729991189428
MUJI Fifth Avenue,"475 5th Avenue, New York",40.7524878,-73.9813489,117596.0,6288.325991189427,6.170729991189428
Saks Fifth Avenue Windows,"611 5th Ave, New York, NY 10022, New York",40.7581047,-73.9769487,117596.0,6288.325991189427,6.170729991189428
Marshalls,"2182 Broadway, New York",40.7828654,-73.9803113,113828.0,9210.748898678414,9.096920898678414
Saks Fifth Avenue,"611 5th Avenue, New York",40.758138,-73.97725609999999,117596.0,6288.325991189427,6.170729991189428
Body & Soul Cosmetics,"712 5th Avenue, New York",40.76228219999999,-73.9750365,117596.0,6288.325991189427,6.170729991189428
West Central Park,"234 West 39th Street STE 900, New York",40.7545359,-73.9898699,117596.0,6288.325991189427,6.170729991189428
Lot Stop Department,"450 7th Avenue, New York",40.75136090000001,-73.9905976,117596.0,6288.325991189427,6.170729991189428
Woops! Macarons & Gifts (Macy's Holiday Square),"151 West 34th Street, New York",40.7508631,-73.98906339999999,117596.0,6288.325991189427,6.170729991189428
R.H.Macy & Co,"131 West 35th Street, New York",40.7512559,-73.9886245,117596.0,6288.325991189427,6.170729991189428
Target,"237 West 42nd Street, New York",40.7568781,-73.9884067,117596.0,6288.325991189427,6.170729991189428
Mad Under,"7 East 44th Street, New York",40.75452919999999,-73.97902169999999,117596.0,6288.325991189427,6.170729991189428
Nordstrom Men's Store,"235 West 57th Street, New York",40.7666966,-73.98210259999999,117596.0,6288.325991189427,6.170729991189428
Nordstrom,"225 West 57th Street, New York",40.766245,-73.981246,117596.0,6288.325991189427,6.170729991189428
Torque,"800 3rd Avenue Suite A #1007, New York",40.7556476,-73.9713866,117596.0,6288.325991189427,6.170729991189428
Marshalls,"48-18 Northern Boulevard, Long Island City",40.7529144,-73.91444589999999,80708.0,1041.398344066237,0.9606903440662372
DII Deals & Discounts,"3611 Broadway, Long Island City",40.759964,-73.9208069,73539.0,1758.095676172953,1.6845566761729531
Costco Wholesale,"3250 Vernon Boulevard, Long Island City",40.7675325,-73.9391115,73539.0,1758.095676172953,1.6845566761729531
D II Store,"36 1 Broadway, Astoria",40.76012259999999,-73.9208517,73539.0,1758.095676172953,1.6845566761729531
American Outlet Center,"1950 3rd Avenue #107, New York",40.7923936,-73.94431550000002,41341.0,5308.854625550661,5.26751362555066
Target,"25-01 Jackson Avenue, Long Island City",40.7472594,-73.9443527,80708.0,1041.398344066237,0.9606903440662372
TESO LIFE,"24-29 Jackson Avenue, Long Island City",40.7466484,-73.94455599999999,80708.0,1041.398344066237,0.9606903440662372
R P Veneamerica,"30-15 39th Avenue, Long Island City",40.7529445,-73.9330544,73539.0,1758.095676172953,1.6845566761729531
Saks OFF 5TH,"125 East 57th Street, New York",40.7613523,-73.9696701,117596.0,6288.325991189427,6.170729991189428
Shinsegae Inc NY Office,"750 Lexington Avenue Fl 9, New York",40.7626903,-73.9682642,130527.0,9688.105726872249,9.557578726872247
MUJI 59th Street,"127 East 59th Street, New York",40.7626915,-73.9686566,130527.0,9688.105726872249,9.557578726872247
Target,"1201 3rd Avenue, New York",40.768116,-73.96144919999999,130527.0,9688.105726872249,9.557578726872247
Local 3 United Store Workers,"31-21 31st Street 4th floor, Astoria",40.7637169,-73.9235592,73539.0,1758.095676172953,1.6845566761729531
Burlington,"34-54 48th Street, Long Island City",40.75240779999999,-73.9172324,80708.0,1041.398344066237,0.9606903440662372
Lot-Less,"4002 Broadway, Astoria",40.75864370000001,-73.91898379999999,73539.0,1758.095676172953,1.6845566761729531
Target,"150 East 86th Street, New York",40.7791136,-73.9550867,130527.0,9688.105726872249,9.557578726872247
Target,"1863 Broadway, New York",40.7702294,-73.9824884,113828.0,9210.748898678414,9.096920898678414
DII Deals & Discounts,"83-09 Roosevelt Avenue, Jackson Heights",40.747939,-73.8824717,65860.0,1578.4360625574975,1.5125760625574975
Target,"40-25 82nd Street, Elmhurst",40.746944,-73.8836645,65860.0,1578.4360625574975,1.5125760625574975
Lot-Less,"91-29 Roosevelt Avenue Inc, Jackson Heights",40.7485545,-73.87526079999999,63453.0,1587.8380864765409,1.524385086476541
Sama Department Store,"9108 Roosevelt Avenue, Jackson Heights",40.74845619999999,-73.8748963,63453.0,1587.8380864765409,1.524385086476541
T.J. Maxx,"22-06 31st Street, Astoria",40.7760594,-73.91124099999999,73539.0,1758.095676172953,1.6845566761729531
Macy's,"13650 Roosevelt Avenue, Flushing",40.759792,-73.828272,60896.0,2275.5657773689054,2.214669777368905
Target,"4024 College Point Boulevard Ste F600, Flushing",40.7573044,-73.835146,60896.0,2275.5657773689054,2.214669777368905
Target,"13505 20th Avenue, College Point",40.7837661,-73.83332639999999,60896.0,2275.5657773689054,2.214669777368905
T.J. Maxx,"136-03 20th Avenue, College Point",40.7836412,-73.831533,60896.0,2275.5657773689054,2.214669777368905
Sunglass Hut at Macy's,"136-50 Roosevelt Avenue, Flushing",40.75984589999999,-73.8279896,60896.0,2275.5657773689054,2.214669777368905
Cartier Watches | COSMOS - 뉴욕 퀸즈 플러싱 명품 백화점,"150-24 Northern Boulevard G1, Queens",40.7649098,-73.81443209999999,60896.0,2275.5657773689054,2.214669777368905
Marshalls,"40-24 College Point Boulevard, Flushing",40.7567066,-73.8353581,60896.0,2275.5657773689054,2.214669777368905
Jembro Stores,"136-35 Roosevelt Avenue, Flushing",40.7600342,-73.82892160000002,60896.0,2275.5657773689054,2.214669777368905
Home & Home,"31-85 Whitestone Expressway, Flushing",40.7669106,-73.83719700000002,60896.0,2275.5657773689054,2.214669777368905
Burlington,"40-24 College Point Boulevard D426, Flushing",40.75744720000001,-73.8355656,60896.0,2275.5657773689054,2.214669777368905
Royal Home Goods,"3651 College Point Boulevard, Flushing",40.76045319999999,-73.8346731,60896.0,2275.5657773689054,2.214669777368905
HomeGoods,"134-01 20th Avenue, College Point",40.7824044,-73.8348146,60896.0,2275.5657773689054,2.214669777368905
HomeGoods,"23-80 Bell Boulevard, Bay Terrace",40.7805579,-73.7766212,86731.0,1071.1223551057958,0.9843913551057958
Burlington,"258-01 Union Turnpike, Glen Oaks",40.7464337,-73.7137328,97288.0,1734.9862005519778,1.6376982005519778
Target,"1400 Union Turnpike, New Hyde Park",40.7531922,-73.69556639999999,97288.0,1734.9862005519778,1.6376982005519778
Macy's,"1100 Northern Boulevard, Manhasset",40.78846819999999,-73.702364,86731.0,1071.1223551057958,0.9843913551057958
T.J. Maxx,"2315 New Hyde Park Road, New Hyde Park",40.75674679999999,-73.68946059999999,97288.0,1734.9862005519778,1.6376982005519778
Marshalls,"1380 Northern Boulevard, Manhasset",40.7928998,-73.695302,86731.0,1071.1223551057958,0.9843913551057958
Nordstrom Rack,"1400 Northern Boulevard, Manhasset",40.7927364,-73.6948082,86731.0,1071.1223551057958,0.9843913551057958
Sunglass Hut at Macy's,"1100 Northern Boulevard, Manhasset",40.7884969,-73.70218349999999,86731.0,1071.1223551057958,0.9843913551057958
Macy's Furniture Gallery,"155 Glen Cove Road, Carle Place",40.7453204,-73.6164441,97288.0,1734.9862005519778,1.6376982005519778
T.J. Maxx,"217 Glen Cove Road, Carle Place",40.7475577,-73.6155787,97288.0,1734.9862005519778,1.6376982005519778
Homesense,"177 Old Country Road, Carle Place",40.7445854,-73.6144877,97288.0,1734.9862005519778,1.6376982005519778
Kohl's,"28 Jericho Turnpike, Jericho",40.778286,-73.5664955,97288.0,1734.9862005519778,1.6376982005519778
Burlington,"495 Prospect Avenue, West Orange",40.7939039,-74.2547005,72727.0,1900.704347826087,1.827977347826087
Costco Wholesale,"20 Bridewell Place, Clifton",40.8314891,-74.1367906,84978.0,3965.46255506608,3.88048455506608
Kohl's,"14 Main Avenue, Clifton",40.8295488,-74.1429974,84978.0,3965.46255506608,3.88048455506608
Target,"30 Kingsland Road, Clifton",40.8245909,-74.1351901,84978.0,3965.46255506608,3.88048455506608
T.J. Maxx,"423 Valley Brook Avenue, Lyndhurst",40.8127176,-74.122596,84978.0,3965.46255506608,3.88048455506608
HomeGoods,"558 New York Avenue, Lyndhurst",40.812816,-74.120768,84978.0,3965.46255506608,3.88048455506608
Burlington,"415 New Jersey 3, Clifton",40.8300825,-74.140787,84978.0,3965.46255506608,3.88048455506608
Marshalls,"65 New Jersey 17, East Rutherford",40.83115599999999,-74.0933733,113828.0,9210.748898678414,9.096920898678414
The ADdress,"1 American Dream Way, East Rutherford",40.8094502,-74.06692679999999,113828.0,9210.748898678414,9.096920898678414
Primark,"1 American Dream Way D350, East Rutherford",40.8097258,-74.06657710000002,113828.0,9210.748898678414,9.096920898678414
Saks Fifth Avenue,"1 American Dream Way Suite F140, East Rutherford",40.8112052,-74.0647947,113828.0,9210.748898678414,9.096920898678414
Burlington,"8101 Tonnelle Avenue, North Bergen",40.8088956,-74.0189244,113828.0,9210.748898678414,9.096920898678414
Walmart Supercenter,"2100 88th Street, North Bergen",40.8140446,-74.0134869,113828.0,9210.748898678414,9.096920898678414
Target,"7101 Tonnelle Avenue, North Bergen",40.8015426,-74.0221469,113828.0,9210.748898678414,9.096920898678414
Universal 99¢ & Plus,"6403 Bergenline Avenue, West New York",40.792668,-74.013814,113828.0,9210.748898678414,9.096920898678414
Khalpera,"65 Railroad Avenue Unit 5-A, Ridgefield",40.8282322,-74.0134869,113828.0,9210.748898678414,9.096920898678414
Target,"543 River Road, Edgewater",40.8140101,-73.9817174,53592.0,4854.31718061674,4.80072518061674
T.J. Maxx,"808 Columbus Avenue, New York",40.79489239999999,-73.9663853,113828.0,9210.748898678414,9.096920898678414
Marshalls,"497 River Road, Edgewater",40.8113044,-73.98204179999999,113828.0,9210.748898678414,9.096920898678414
HomeGoods,"795 Columbus Avenue, New York",40.79464979999999,-73.9659842,113828.0,9210.748898678414,9.096920898678414
T.J. Maxx,"477 River Road, Edgewater",40.811843,-73.984927,113828.0,9210.748898678414,9.096920898678414
Marshalls,"125 West 125th Street, New York",40.8081263,-73.94585649999999,45230.0,5097.929515418502,5.052699515418502
HomeGoods,"489 River Road, Edgewater",40.8111723,-73.9829111,113828.0,9210.748898678414,9.096920898678414
El Mundo,"3300 Broadway, New York",40.8190738,-73.9555007,53592.0,4854.31718061674,4.80072518061674
Burlington,"100-198 Doctor Martin Luther King Junior Boulevard, New York",40.80773250000001,-73.94617339999999,45230.0,5097.929515418502,5.052699515418502
T.J. Maxx,"5 West 125th Street, New York",40.8069657,-73.94280979999999,45230.0,5097.929515418502,5.052699515418502
Burlington,"547 River Road, Edgewater",40.8142926,-73.982576,53592.0,4854.31718061674,4.80072518061674
Burlington,"808 Columbus Avenue, New York",40.7949946,-73.9662889,113828.0,9210.748898678414,9.096920898678414
Target,"795 Columbus Avenue, New York",40.7941168,-73.96637050000001,113828.0,9210.748898678414,9.096920898678414
Target,"123 West 125th Street, New York",40.8085527,-73.9469074,45230.0,5097.929515418502,5.052699515418502
ABU DEPARTMENT STORE,United States,40.8067509,-73.943452,45230.0,5097.929515418502,5.052699515418502
Target,"700 Exterior Street, The Bronx",40.823963,-73.9302874,41636.0,3470.165876777251,3.428529876777251
Burlington,"517 East 117th Street, New York",40.795386,-73.9310222,41341.0,5308.854625550661,5.26751362555066
Marshalls,"517 East 117th Street, New York",40.7955804,-73.9314109,41341.0,5308.854625550661,5.26751362555066
Costco Wholesale,"517 East 117th Street, New York",40.795386,-73.9310222,41341.0,5308.854625550661,5.26751362555066
Burlington,"700 Exterior Street Suite 302A, The Bronx",40.8239106,-73.92992,41636.0,3470.165876777251,3.428529876777251
Marshalls,"610 Exterior Street, The Bronx",40.8218624,-73.930208,19205.0,2168.175355450237,2.148970355450237
J Department Store,"2254 3rd Avenue, New York",40.80216060000001,-73.9371802,41341.0,5308.854625550661,5.26751362555066
Cookie's Department Stores,"567 Melrose Avenue, The Bronx",40.816638,-73.9177948,19205.0,2168.175355450237,2.148970355450237
Forman Mills,"3036 Third Avenue, The Bronx",40.81979800000001,-73.9128709,14750.0,1890.0947867298576,1.8753447867298576
American Outlet Inc,"2151 3rd Avenue, New York",40.7989085,-73.93903390000001,41341.0,5308.854625550661,5.26751362555066
See & See Department Store,"2929 Third Avenue, The Bronx",40.8176278,-73.915836,19205.0,2168.175355450237,2.148970355450237
American Outlet,"2929 Third Avenue, The Bronx",40.8176288,-73.91583589999999,19205.0,2168.175355450237,2.148970355450237
Burlington,"2952 Third Avenue, The Bronx",40.81785199999999,-73.91472619999999,19205.0,2168.175355450237,2.148970355450237
Marshalls,"2952 Third Avenue, The Bronx",40.8179276,-73.9147179,19205.0,2168.175355450237,2.148970355450237
Extreme Department Store,"204 East 161st Street, The Bronx",40.8248888,-73.9212151,41636.0,3470.165876777251,3.428529876777251
Value King,"1180 Webster Avenue, The Bronx",40.8312773,-73.90998019999999,14750.0,1890.0947867298576,1.8753447867298576
T.J. Maxx,"961 East 174th Street, The Bronx",40.8366649,-73.8852478,15398.0,1973.1753554502368,1.957777355450237
Marshalls,"845 White Plains Road, The Bronx",40.82307309999999,-73.8590291,39322.0,4082.890995260663,4.043568995260663
Cee & Cee Store,"831 Soundview Avenue #3, The Bronx",40.82213589999999,-73.86761469999999,10966.0,1238.056872037915,1.2270908720379148
ABC Super Stores,"985 Southern Boulevard, The Bronx",40.8222554,-73.8921194,14750.0,1890.0947867298576,1.8753447867298576
EXTEREM DEPARMT STORE,"1457 Westchester Avenue, The Bronx",40.8286329,-73.88173789999999,15398.0,1973.1753554502368,1.957777355450237
Burlington,"1925 Turnbull Avenue, The Bronx",40.8236327,-73.8562919,39322.0,4082.890995260663,4.043568995260663
King's Department Store,"870 East Tremont Avenue, The Bronx",40.8428288,-73.88612739999999,15398.0,1973.1753554502368,1.957777355450237
Macy's,"1441 Metropolitan Avenue Fl 2, The Bronx",40.8364825,-73.8612062,39322.0,4082.890995260663,4.043568995260663
T.J. Maxx,"815 Hutchinson River Parkway, The Bronx",40.8227437,-73.83705929999999,39322.0,4082.890995260663,4.043568995260663
Target,"815 Hutchinson River Parkway, The Bronx",40.8242614,-73.8374718,39322.0,4082.890995260663,4.043568995260663
Marshalls,"1450 East Avenue, The Bronx",40.8363586,-73.8600828,39322.0,4082.890995260663,4.043568995260663
Sunglass Hut at Macy's,"1441 Metropolitan Avenue, The Bronx",40.83625749999999,-73.8614968,39322.0,4082.890995260663,4.043568995260663
People's Department Store,"1921 Westchester Avenue, The Bronx",40.83359,-73.85986799999999,39322.0,4082.890995260663,4.043568995260663
Dollar Heaven Disc Store Inc,"1657 Metropolitan Avenue, The Bronx",40.8406955,-73.8557823,39322.0,4082.890995260663,4.043568995260663
Navy Exchange Fleet,"300 Steamboat Road Delano Hall, Kings Point",40.8109094,-73.76252339999999,57007.0,2852.890995260663,2.795883995260663
Target,"101 Shore Road, Port Washington",40.8412312,-73.70480189999999,86731.0,1071.1223551057958,0.9843913551057958
HomeGoods,"75 Old Shore Road, Port Washington",40.838677,-73.70182799999999,86731.0,1071.1223551057958,0.9843913551057958
T.J. Maxx,"2 Soundview Market Place, Port Washington",40.8423513,-73.7064699,86731.0,1071.1223551057958,0.9843913551057958
T.J. Maxx,"90 Northern Boulevard, Greenvale",40.8084985,-73.6291301,97288.0,1734.9862005519778,1.6376982005519778
Kohl's,"1710 U.S. 46, Woodland Park",40.8857556,-74.21249259999999,113828.0,9210.748898678414,9.096920898678414
Siraj Islamic Lifestyle Store,"421 Broad Street Unit C, Clifton",40.8813432,-74.167794,113828.0,9210.748898678414,9.096920898678414
Walmart Supercenter,"174 Passaic Street, Garfield",40.8666623,-74.1010551,113828.0,9210.748898678414,9.096920898678414
DII Deals & Discounts,"56-58 Lexington Avenue, Passaic",40.8640861,-74.1269531,113828.0,9210.748898678414,9.096920898678414
Burlington,"174 Passaic Street #252, Garfield",40.8681061,-74.0984806,113828.0,9210.748898678414,9.096920898678414
Marshalls,"174 Passaic Street, Garfield",40.868638,-74.098607,113828.0,9210.748898678414,9.096920898678414
Telco Store,"8-10 Lexington Avenue, Passaic",40.86255209999999,-74.12692679999999,113828.0,9210.748898678414,9.096920898678414
Angelo Department Store,"636 Main Avenue, Passaic",40.86051,-74.1250429,113828.0,9210.748898678414,9.096920898678414
Value Zone,"90 Dayton Avenue, Passaic",40.8725318,-74.1199334,113828.0,9210.748898678414,9.096920898678414
Bueno Bonito Barato,"90 Dayton Avenue, Passaic",40.8735162,-74.1202205,113828.0,9210.748898678414,9.096920898678414
Burlington,"24 Barbour Avenue Space 300B, Passaic",40.87534309999999,-74.120598,113828.0,9210.748898678414,9.096920898678414
Forman Mills,"2434 Barbour Avenue, Passaic",40.8757345,-74.1202121,113828.0,9210.748898678414,9.096920898678414
Costco Wholesale,"2 Teterboro Landing Drive, Teterboro",40.8607928,-74.0644863,113828.0,9210.748898678414,9.096920898678414
Walmart,"189 U.S. 46, Saddle Brook",40.8917599,-74.0935598,53592.0,4854.31718061674,4.80072518061674
T.J. Maxx,"189 U.S. 46, Saddle Brook",40.8910877,-74.0953261,53592.0,4854.31718061674,4.80072518061674
Walmart Supercenter,"1 Teterboro Landing Drive, Teterboro",40.8624557,-74.062508,113828.0,9210.748898678414,9.096920898678414
ShopRazzi,"51 James Street, South Hackensack",40.8713019,-74.0546969,53592.0,4854.31718061674,4.80072518061674
Costco Business Center,"80 South River Street, Hackensack",40.87624219999999,-74.0379212,53592.0,4854.31718061674,4.80072518061674
Rocklin’s,"458 Cedar Lane, Teaneck",40.8890175,-74.0221933,54717.0,8370.925110132159,8.316208110132159
Cosmos,"1642 Schlosser Street FL#1, Fort Lee",40.8505477,-73.9697875,54717.0,8370.925110132159,8.316208110132159
Target,"40 West 225th Street #50, The Bronx",40.8733943,-73.90778929999999,34894.0,3037.914691943128,3.0030206919431284
Marshalls,"50 West 225th Street, The Bronx",40.87323899999999,-73.90847000000001,34894.0,3037.914691943128,3.0030206919431284
