Name,Address,Latitude,Longitude
Kohl's,"6111 188th Street, Fresh Meadows",40.74023179999999,-73.7856827
T.J. Maxx,"176-60 Union Turnpike, Fresh Meadows",40.72591329999999,-73.7902184
Deal Ninety Nine,11042 Merrick Boulevard,40.694756,-73.78213199999999
Marshalls,"600 Hempstead Turnpike, Elmont",40.709402,-73.701086
Target,"1730 Hempstead Turnpike, Elmont",40.7088687,-73.7039273
T.J. Maxx,"1445 Hempstead Turnpike U-A, Elmont",40.7066501,-73.6940811
HomeGoods,"661 Hillside Avenue, New Hyde Park",40.7421185,-73.69849239999999
Burlington,"650 Stewart Avenue, Garden City",40.730884,-73.608739
T.J. Maxx,"300 Peninsula Boulevard, Hempstead",40.7053409,-73.62475719999999
Target,"999 Corporate Drive, Westbury",40.741667,-73.60081819999999
Walmart,"1220 Old Country Road, Westbury",40.7436213,-73.6007924
Macy's,"630 Old Country Road Unit A3 Unit A3, Garden City",40.7362328,-73.6128458
Costco Wholesale,"1250 Old Country Road, Westbury",40.7439608,-73.597506
Walmart,"1123 Jerusalem Avenue, Uniondale",40.6958182,-73.5783683
JCPenney,"630 Old Country Road Unit A2, Garden City",40.73949959999999,-73.6140856
Bloomingdale's,"630 Old Country Road #27, Garden City",40.7384797,-73.6117002
Marshalls,"1240 Old Country Road, Carle Place",40.7435646,-73.59925780000002
Nordstrom,"630 Old Country Road, Garden City",40.7370859,-73.61099879999999
Marshalls,"1989 Front Street, East Meadow",40.72219469999999,-73.5627588
Nordstrom Rack,"1040 Old Country Road, Garden City",40.7424906,-73.6061404
Navy Exchange Main,"Mitchell Field #16, Garden City",40.7293325,-73.6013971
HomeGoods,"1030 Old Country Road, Westbury",40.74248,-73.606206
Anastasia Beverly Hills Brow Studio at Nordstrom,"630 Old Country Road, Garden City",40.736956,-73.6109409
Macy's Furniture Clearance Center,"155 Glen Cove Road, Carle Place",40.73666299999999,-73.61296399999999
Piombo,"Piombo Roosevelt Field, 630 Old Country Road, Garden City",40.7379804,-73.6129024
Primark,"630 Old Country Road, Garden City",40.7398946,-73.6135883
Marshalls,"8-12 Franklin Street, Bloomfield",40.78231600000001,-74.184322
Marshalls,"175 Passaic Avenue, Kearny",40.760792,-74.161294
Forman Mills,"585 Doctor Martin Luther King Junior Boulevard, East Orange",40.7669972,-74.2209191
Capricorn Enterprises Inc,"580 Central Avenue, East Orange",40.7613224,-74.2237159
Target,"200 Passaic Avenue, Kearny",40.76012329999999,-74.158718
